Z,X,C,O,G
m,99,96.07640046320142,47,17.307307584951115
m,76,26.8077396259932,88,80.49990878221026
b,66,73.92776817786788,30,89.76861472875844
f,90,4.281454148960306,41,58.877803485824465
h,83,70.10981816910272,41,14.93470027792031
p,18,13.116948414555186,50,86.52960091314901
q,46,26.7722079289863,18,42.50388120883436
j,90,6.251234308750398,58,75.3272503345861
o,26,85.5013404929584,40,51.20727616062138
r,14,24.734454419592367,60,78.27699909027777
s,36,36.5659605619356,21,56.53376452583117
k,78,17.898889844152286,96,14.713725972334057
z,23,17.314735799414194,88,61.95639163896961
o,67,21.455330325706267,18,34.86119563515021
p,16,72.8593343208877,64,93.22717813025943
k,100,41.66524329389707,97,93.35644814679073
c,88,78.27690777206935,59,84.53767656076793
d,49,40.03435676565814,78,3.695385836061893
k,73,3.1577341839406747,37,24.70205556659113
n,72,99.59858432864766,30,56.752816236092784
d,85,25.75648940246409,5,41.301423313935935
y,44,76.20948855161808,1,91.131445905611
s,16,23.54432131227607,52,71.91279971661798
t,21,67.2142214658154,54,9.61874397692598
m,33,53.59960462020419,74,38.564750162294374
i,89,63.1260102900441,22,96.01553357626106
a,70,27.555636879568347,40,24.096762549608886
u,4,7.985881224203794,36,35.63206073311397
m,99,31.049768619839234,66,50.15527393338953
y,61,35.71530332062355,83,16.949982984192637
r,82,14.334288184020538,10,6.24832946918692
r,43,72.83572433205018,65,84.9039777986501
k,63,78.78358773785921,9,62.34519179230724
x,70,91.20349774869638,36,5.876367335674326
z,40,52.71481778993948,84,95.42181619743914
l,2,89.58284292300449,26,86.15441044176325
v,61,93.60885356833917,89,62.53893381295031
c,5,88.78124246651188,82,23.66722302583717
k,69,74.01428286276149,10,23.711142952812658
k,82,35.24067640505357,38,54.43833760431329
s,17,99.4211173797182,77,11.890087774947167
l,74,2.778180236959582,10,49.11081973789643
z,99,99.1355638171936,39,9.752256486068378
a,28,43.63720000743088,14,65.43448506519358
w,59,67.03481167833407,34,27.848342626042832
n,61,39.36511291237708,92,0.8769340199464404
f,34,63.63303320390743,79,32.1917718917099
f,15,88.16612408656684,83,26.075539142147917
s,42,43.90048173244292,89,89.74564024015311
w,54,48.309337175395214,80,65.24181904025221
e,11,41.93102146901736,45,5.428996871206159
v,85,7.17575233048291,20,75.5710980949378
j,92,14.241011037689333,3,29.766009074034127
v,22,18.22637716630483,82,65.95627227112814
p,54,36.07151732293171,18,3.3347034052654156
t,20,19.112897902762917,12,32.02697118725541
g,21,60.57536481683695,11,67.19108197996555
j,72,28.725485447124953,68,34.700563797268146
f,43,40.39102985126907,18,35.01002084832945
w,62,8.948224268079175,8,66.3935641768333
c,13,58.91243608119663,91,21.117842843615232
b,2,91.1950013629392,74,85.95189785930667
x,56,2.187281198233204,50,54.456349253797185
j,70,90.37615143167793,26,0.7100287594454802
m,57,55.5887073877025,35,33.91518067407498
x,79,93.18990886458403,57,1.1296921314926767
n,56,29.430442631574728,94,56.20360436280053
d,20,58.958672167944705,33,56.577053184322004
x,95,51.273291838665294,2,55.945149166596565
z,50,84.54244977589254,47,31.170221581324075
w,69,78.26573355977644,32,34.06226693165829
b,73,38.38785673111945,11,51.88402178952094
l,38,71.34673882918476,2,45.62601523423553
l,92,68.33325668683091,7,30.91826448411559
r,87,34.408711039000075,52,25.66553170192932
q,68,36.67485262017486,85,8.193611685284552
h,27,31.00183757598437,15,45.304020474196726
x,28,9.279354336853473,51,71.20417924811946
l,7,36.62829385619064,3,9.874593764499384
o,64,13.136186129000894,48,71.20823749384436
e,64,12.601472326230423,36,55.52316534651073
i,96,44.11357274455445,30,48.67987415020886
s,90,37.954448124595274,48,23.909656032685866
m,10,24.732777947524877,90,62.63127390881753
l,59,22.87685231285188,86,19.28197377596572
a,8,3.7595086515208043,20,50.935520895954525
y,59,35.85913420301304,34,63.85569807610918
q,17,53.20278996453492,75,36.37118147198034
o,76,18.27775773558692,71,14.335873121372988
y,5,38.47994029907984,23,42.656624398193344
a,68,65.98655268367126,61,22.2563018502383
e,61,95.23762905049928,69,11.36049504595773
f,76,70.90770857240881,6,34.712864137862496
v,50,85.49944804376692,46,13.33995902002284
j,55,43.17877134182109,93,98.48830017234737
g,87,20.746241296691892,23,89.5009053989795
z,0,2.4370384257050737,77,7.023996374423469
i,58,60.00513941908545,61,11.118282652021861
k,52,13.537413498524508,10,71.21645285015214
p,42,68.89915074358652,76,42.51630666493431
x,17,91.76006327695727,54,50.42518454464084
z,87,96.13142878155384,85,3.1622248770159955
e,3,7.064290620651437,15,93.37069785256902
e,2,12.62516078529491,3,99.02627961058444
n,76,37.31477785602292,87,66.37229452856607
h,70,96.22468381907548,96,51.29783413519312
i,98,96.06342399003138,18,57.35073318068289
v,50,61.31657288986958,0,16.1653574834451
v,91,33.750424411787705,16,10.269774926893295
c,64,74.0136674646663,54,70.62097035241442
k,88,17.366132013601778,15,78.10059786391803
y,14,66.34350405095614,4,38.18553643012529
h,43,97.29240192978423,0,35.67844298257068
w,72,87.8765920399203,38,72.06927296232843
a,8,87.4295966000359,71,64.07240031519514
q,14,60.3190650496737,93,1.4183426154432688
y,8,47.33643357640843,69,89.46811998736469
u,10,76.55617286845579,70,99.79347223992106
p,53,3.8912649483865303,78,84.82200096871217
v,73,54.341827646517245,42,32.60969529649752
e,49,24.574442161307143,50,68.69209874378014
l,86,92.06405989019638,49,56.793870983210034
j,45,82.32101220963845,95,69.94992319868348
u,44,9.540953756620208,6,18.802603184701773
u,38,97.6995316227373,32,69.35129453427896
j,93,55.9493168532928,32,4.497866188580146
e,82,81.36617122850072,56,98.26270224929615
j,36,33.91846961437649,57,92.20709513353206
c,40,91.55961171685874,60,34.76792484529442
x,23,12.223158096096709,57,90.92892750654549
x,6,74.85691633073907,25,6.209221538784837
r,77,85.79003494599765,17,48.07515446838884
y,88,5.696054978579346,64,8.657595390547524
a,16,42.04712692025004,59,35.936528963911705
i,52,10.18169508881346,20,11.009502049271402
n,59,3.4720597004237574,16,99.14370363022614
q,57,33.461272867762794,79,42.773075346270275
u,45,57.06724991089567,60,25.865165033682167
i,64,21.947515052690225,75,9.834543008565145
b,80,33.240059714857765,5,18.180140698111035
j,20,60.98180627497106,59,91.19569194440037
q,93,31.73930810767922,16,33.91406072390605
b,91,35.422447204311666,91,8.29968909928972
b,69,99.81653494950163,33,43.20851965672231
x,99,83.3777481361297,21,84.61940588747949
i,61,67.49247934930057,100,96.12990903105289
q,64,10.382810811383003,99,79.91757564762446
c,25,23.8298188019511,41,71.71954777648074
c,99,64.48602758713466,56,65.14023431456252
b,28,47.62425148335411,71,17.45278684999527
z,13,73.46104163457487,75,93.67845824735814
f,70,65.05316942202498,49,23.607971822991335
a,54,43.39631979544036,46,90.06021580246465
q,15,34.41002660016233,87,57.924913628954336
b,49,69.40023174732674,23,70.35548376809406
o,36,64.24989364682003,17,29.005897738494557
u,27,41.143438492611416,30,16.760873270666
b,54,84.98483912541836,22,33.197608287300504
x,99,98.1826818939638,12,65.6294000231067
u,34,92.91780225396748,30,13.935370831399474
e,36,64.124904922944,80,58.5670300493396
i,6,74.71493794120897,79,5.976613092624328
m,8,60.734360059171934,93,32.469133724344914
g,75,76.04031999912024,39,27.62594083998313
q,55,50.03203503111256,64,79.59883282751422
f,82,96.34343621065727,89,64.03702345883868
g,10,0.1875290754888015,64,24.138331147952506
y,99,32.46536157928721,30,59.011178042344966
z,74,14.904392562688429,40,67.1065962076401
k,20,97.48651292312596,41,26.693014240553183
j,22,90.56042265817736,93,30.904207954421825
b,51,2.207739128948949,68,3.049217366599677
z,45,42.84750785890586,31,51.58391659594061
o,91,90.38075477895883,61,20.58903373334703
f,4,37.4932115996098,20,78.65345006247037
g,47,4.824787222751093,14,59.37181284848053
k,87,79.05850716272323,18,6.222659574306455
d,98,59.32970427116074,11,57.552971916406335
i,61,68.88718226929792,72,82.92571626880746
d,4,8.667961619206165,10,16.581274933332345
f,31,43.517570579381726,1,81.17050583477999
e,10,75.38138077610024,51,11.553534769537087
r,64,89.03970653619136,15,66.97428610482733
q,99,70.68725442801733,9,60.906908260199
x,58,34.699111817964535,2,11.259115225514027
o,47,40.980504881387226,48,73.35279214185807
i,99,38.02138800046251,64,83.69505408935994
p,42,99.96293501575019,63,74.62285963884746
f,3,96.70627200322916,98,55.57456886648014
w,32,93.58840963501814,82,56.94784463825736
l,58,68.2931127839726,71,11.545467314803581
w,90,97.42424939034073,43,19.58524035152295
v,20,88.97063372018272,71,27.86687231873356
u,16,67.23468621113547,86,26.789143025699815
l,54,85.75662130921314,16,2.0460085663295824
p,38,20.142775487665965,89,32.474207317366634
y,79,81.6086800157032,86,40.44134536970849
l,90,97.5866796255878,61,17.51230534427911
f,66,71.84062246790435,39,13.883675043976373
y,99,59.460159251537405,8,96.31859312115462
d,8,59.77818802815863,12,17.546739868599193
g,46,30.429944520599317,60,4.018049261475376
x,35,74.61954761026549,2,29.406679119781355
g,22,76.90053703811718,47,73.81796392751426
i,63,8.80373659121082,50,40.41224592849419
j,24,24.744064082969253,22,99.28692816877556
z,43,47.61126104917523,48,96.0477389340326
p,24,61.07436591255492,22,34.984479424789015
g,88,2.677635487488006,11,99.50676833874202
m,22,5.464903822405831,99,96.92987924304171
k,7,89.15382203837285,95,14.65454787339131
q,8,82.33315901767185,47,76.06106858656099
s,33,74.30156848552934,91,14.739805139997808
u,17,91.84085644841596,80,69.6670095027744
t,89,46.22842536361491,86,79.03243587361844
y,32,0.8669121669884539,99,66.88383919045309
h,2,97.03657496727814,9,88.5914813160485
w,9,43.110621081553,19,9.766038529359921
n,12,75.29206779267992,12,56.520306681897345
t,56,35.423384016621505,19,71.76509500905235
j,70,87.03592100781316,100,23.878841640672512
e,71,41.53727489795528,17,38.554942713046735
i,37,26.083510050934322,17,64.60450807355343
f,27,75.21944931273816,71,32.82789507397034
g,62,16.503171150671214,25,51.11307156692464
u,51,65.13015674889411,83,10.13665043140003
s,10,33.95235028438338,35,73.62300699218136
b,80,78.25606516262191,84,52.008754675634364
g,68,54.790371571006304,86,50.830736459317215
w,52,9.677570302617799,9,30.96881344094942
a,52,56.35154022343508,39,8.809849581955387
i,97,5.790374209721605,11,64.36111171540905
q,42,75.62334659680155,93,56.78206549911084
l,82,52.441129869552526,74,59.21619387417476
g,54,32.62643185080811,2,4.270793837429842
t,69,11.07986828475841,73,72.34482033196595
j,59,72.94900806093196,26,99.89729866185105
t,76,55.527249041005255,35,70.62325386307232
l,63,91.85581036372714,13,36.74968679163878
b,82,58.538086388118984,49,58.25851411732964
r,11,39.562318471278324,66,99.52995064680998
y,90,31.53246942458151,55,68.1050803943918
f,9,0.4697811355655723,84,70.39404611196377
w,97,85.19710723564025,91,46.562573613817804
f,7,62.960748088045534,62,4.403955566409678
v,60,0.6823715730000735,95,18.148143161993456
g,92,33.7694243091592,29,90.49684592977842
d,74,41.42075926508255,89,99.75480312144339
s,10,30.198032665615248,52,56.23738290605026
r,41,11.781645400043184,42,80.69964682957107
p,68,46.341860042254154,10,29.320211532873564
o,22,94.75365860525177,13,51.16041391788134
f,89,88.59815419106522,26,31.59092264476958
k,99,96.54947268005425,53,34.525387155252865
n,20,99.15157001324883,69,23.482644090501882
e,23,34.07364888166301,89,77.03239210622395
l,62,38.00249031231323,52,15.072649003500905
x,42,78.49881869105963,24,87.2151247188222
o,36,42.38230984607002,60,61.36623125258741
l,78,25.497646291773645,23,67.93058406404265
p,40,95.08893404268652,45,29.444980710037918
e,77,83.96722921890989,7,2.8032312576885654
f,36,96.52805248050511,11,37.71077391073522
b,61,95.01573078551164,86,49.02271393432586
d,0,61.115888987589194,79,93.76877962069321
d,28,3.3608630437036657,4,53.694634508509395
w,82,28.705467179412558,89,7.987321041068607
j,89,70.18998919596562,16,26.193061691107022
b,1,16.05721356717308,52,46.711619218709544
j,9,13.292117447369789,50,24.896560830662928
g,32,9.173702826092844,100,82.0306430957243
l,16,35.99490343068157,52,43.92064888279854
p,12,50.85783149069009,23,89.21276336491466
d,5,25.017450173769696,51,42.74900806532774
h,81,45.67166972519159,32,24.389902734221113
f,40,70.83756079942351,23,92.15105881305318
j,93,39.85032466499515,6,51.26308545859798
x,90,23.327006004142415,5,74.82055873130886
q,56,29.724308760234376,2,11.837128642721673
u,11,30.13612444280074,68,1.9478543185873276
x,28,10.111843403380583,48,44.411065201415624
f,100,0.6893636670959657,57,13.437347181754145
y,99,47.77843193495571,76,20.761300451231513
a,0,67.08097340285082,39,44.63177869067313
z,15,68.89444310556702,43,69.12475487354301
i,63,66.47746377037089,62,14.48653690759163
h,100,76.91737597098671,9,47.55174379535092
r,41,87.41562498610197,65,0.05469249982242852
v,2,81.77261240066048,30,62.79669058346003
p,67,56.26555978637454,22,52.74484242544042
x,85,73.68361984326083,69,54.6074741674342
t,61,37.77681086607413,8,0.990869972215358
t,61,58.81944147609007,50,77.08827421231841
k,39,71.76129926514517,4,4.671674545035409
b,75,64.90502089235856,51,43.45942979546379
d,72,20.681852961544834,7,14.380649645898536
s,82,86.90116434287279,87,20.130659120319873
u,50,34.819872746439565,75,2.7430845088961986
q,31,55.282914724846364,31,58.4947827939719
h,33,79.71521748080215,99,89.76779840204534
n,92,87.02329237383876,69,17.297455849570888
b,98,42.463688863828885,22,33.02420653788252
h,7,72.91270261703235,42,87.55289575634245
q,31,84.19834262254265,70,78.34975839611633
s,41,34.79391531588879,95,28.362484471021652
s,67,34.81949638993901,14,58.05906833779622
l,57,82.26720949141925,69,55.07705198547198
n,64,82.92408422517012,41,99.1755401413201
l,42,48.74665770626992,28,53.11408041653044
v,49,88.8773876630714,78,67.64938679454026
a,12,11.851868929729914,20,78.76955734658638
l,2,42.42582699527395,72,65.02918848936531
t,22,92.32899039276805,60,91.34599993489884
y,22,5.463822654311812,42,82.46491460147546
w,21,81.32498790128022,25,59.0876453786767
k,42,4.320590983116679,33,31.413400511290234
c,91,5.141937047436818,87,93.13304254313483
v,100,84.4760026302323,33,44.27087803050655
t,13,87.16463587892103,0,34.97488711466039
a,85,48.231876615976944,52,5.747384679793443
m,48,13.463037777742404,6,32.7462082440082
q,98,44.483490408656,14,40.71331814622572
j,74,71.24250448578294,89,6.293174661744949
j,69,26.613335216423806,71,0.8843711045397273
j,32,81.46167505595656,50,71.01895516525092
h,36,18.494120077467848,39,80.80158959331054
l,40,75.95502567063195,94,66.28742614463202
w,6,68.3609295008495,0,8.901862689729278
d,57,73.7576181101553,77,55.86264731061635
a,53,98.92760520364446,50,80.05655686481671
y,83,69.89525803278799,48,3.215708667942707
y,63,52.07068914640692,84,67.94996559391014
e,60,34.520568267707375,87,77.30823784064897
n,53,51.713893550346135,74,70.13989532154586
x,88,59.09422653358077,46,75.33690227087531
o,55,34.74821304807239,95,93.1161380768301
k,20,26.496493278523214,75,87.24332323387755
s,59,92.24262756495204,57,45.247643520732616
l,11,78.05904565874042,27,31.196070354988947
w,31,52.9574274812941,65,37.9651887031408
a,81,69.3260722860274,43,67.23212478445183
v,78,86.49240974363614,56,62.14710579125402
p,59,14.447128272458576,69,59.371913215069874
h,32,45.54736307393138,14,52.58510739004326
k,17,46.725856664099155,53,46.32748931634762
y,9,1.7750722458084955,20,95.96993661059723
s,63,54.57394809701858,41,25.321033311505857
v,21,74.42743997580834,53,49.68048132437328
w,30,50.519853382074075,94,97.9394020128355
u,62,9.174366969527181,76,59.91028747037445
b,48,61.0385291331897,42,16.179080009020996
l,83,96.33070724937782,79,40.02570903606304
v,89,3.6702698892322916,59,88.76304603723314
f,38,96.57933940604441,5,66.66570929293131
d,22,20.77679193556101,81,11.084510814261527
w,20,58.50979771008695,8,80.03956106158455
v,47,50.07042464244794,93,44.88546281829061
q,27,78.91870616531507,97,64.69900405632065
f,100,55.925678959575066,18,36.792604653720005
r,54,30.254924482829537,53,91.60641325353448
k,22,94.72655898712313,45,94.40139180422506
a,8,91.31951685335127,25,84.52363785924014
j,95,65.5044897872679,17,7.570457254711926
j,72,5.1748150120516145,92,26.866212857056848
d,24,42.30567150642821,73,83.40956113116229
f,69,99.9034020860576,64,24.504008684623855
s,13,40.36708363589565,31,19.50174203955103
x,70,78.03883838037999,1,45.53222691078419
v,43,73.70997512457494,19,63.59438236231063
d,6,40.806614537771246,53,86.42251104441789
o,89,29.96838425392705,3,87.09673584318256
x,1,53.81105894956608,39,46.5411612114349
p,54,67.48573725926028,21,75.95036248195349
l,98,58.37329657188206,32,69.61376287965675
l,89,93.36252071727868,32,38.891221545515506
l,28,29.597834652864087,28,61.28978968245312
m,38,82.08450681295652,38,55.81330752345723
o,21,91.49493655411248,6,4.569086877616457
h,6,37.125999073367424,30,60.794810203108185
y,97,62.58680118633164,13,10.73200422270003
t,24,49.90037631242531,32,5.721037679352636
i,82,35.68916516926258,9,35.40022048035186
j,32,5.981392834561971,100,15.95819637637691
r,63,76.49870194294459,45,79.56517050999744
t,1,32.37997477366604,60,73.04243650819807
l,85,73.691272394659,43,29.19716262127635
q,80,93.34385889052997,4,16.71931076258305
i,70,92.07152725846511,60,0.8196543440975645
y,28,88.98711653119095,86,34.30798811052246
o,10,41.22525630031282,65,6.673587409459425
u,63,25.43581581676646,61,75.34589946218317
v,27,59.59380507575304,63,67.310328865377
f,62,91.35465626233375,70,85.69252873691349
i,52,93.22354534234947,63,15.06675029179011
z,26,73.95224611539007,27,60.1350385713314
v,68,4.40866968737833,80,21.843353565993983
v,71,27.116503971799368,64,93.89306131931238
a,57,46.73543567333625,53,31.199904340346542
r,98,14.055411063915656,44,17.49947610874728
w,73,25.237690151474634,72,46.11507717600699
f,62,51.11951613350276,55,18.233977671216394
t,25,74.34843026823162,89,5.531484752729532
e,98,9.363845972457218,43,92.63040346363205
m,76,38.60054069112273,15,14.645252509455808
l,83,25.285428026443,98,13.59599798580884
i,41,44.65631698062293,6,18.203897087668096
i,18,96.52310490590372,68,82.77933272555897
e,54,36.92535768479458,27,57.957489980876616
r,24,85.63145485482396,54,70.03830110542194
u,5,31.327353842039297,27,32.31130802389305
e,1,87.12915973697146,81,21.64916046265113
k,52,93.34203148594098,32,57.18402154387678
u,36,53.67319366135409,55,74.28271305001492
c,37,44.626837857545354,38,38.68523425568284
l,24,14.362184788978993,99,4.026025876156735
h,50,95.87902551966441,40,9.447636237983502
b,33,36.22369307387763,29,27.749334945471706
m,87,22.992717760447523,41,89.58527571264973
f,58,37.48823444863064,82,93.81952983456596
n,40,14.928668247408428,3,56.77865804653477
x,69,47.69370922769339,19,47.346477812551015
a,72,46.711813372938735,49,38.98002001609166
t,38,48.62109713929843,48,44.2037738011177
g,53,22.085490971906285,36,68.90248142761189
x,53,80.92920540150527,80,88.81417116138977
i,80,7.920194453309703,63,59.156753235869665
j,25,37.1160642659741,8,13.396021604970532
z,89,5.9187395451784415,58,10.676818332380444
j,59,47.64674953259102,48,69.75818873695509
e,63,73.17449311809824,29,38.459838847921624
n,32,91.90440644572402,68,32.339204082954495
d,25,94.03852166950834,13,66.01431909164177
p,47,19.385938829579676,63,42.884581077023476
z,92,75.48699829829893,44,39.75707698294663
n,20,18.734563889361787,41,3.6326603589393214
n,0,46.027744864932664,88,71.04809468653362
h,45,60.556034758000635,37,28.553763502693908
x,20,28.95929024000431,9,26.992750074023665
l,30,55.099028689985886,10,4.944012977308299
g,88,75.32671278283681,57,99.89133917946445
w,25,88.49175911769262,56,37.58074268232867
y,93,75.46608603787497,98,70.57685192965825
u,30,12.073644453698662,22,72.63538546628791
l,44,61.676739614586374,95,42.48646539101964
r,19,27.07241728085278,61,13.951323908355828
l,63,1.0646925818083908,13,65.38959883438588
j,0,14.07783963130733,88,88.75902781704107
j,5,45.473140589461345,45,94.4618453596366
p,8,8.720503300967131,87,52.70249893718303
h,70,49.53524562254567,28,61.05840688290882
z,57,93.76820535890212,82,8.93454474756934
t,63,89.54871336102241,77,58.961998625924906
f,50,64.20128074876641,14,48.29467388016614
n,69,19.57300958292434,48,84.4328976864634
p,0,7.5338190574182455,86,69.79760779765407
c,6,60.56161032697032,8,53.63650323684909
r,71,14.308268112183198,5,64.98052156888595
o,85,82.05524119017456,52,0.7470307008165644
n,70,88.95541647223425,31,10.604372337528044
z,64,70.8888313768621,24,43.13416531601313
e,35,30.485824245789296,75,10.61761166649655
s,23,24.0190680530699,57,27.57022639733475
n,94,79.55286108526937,63,97.84355792594756
s,59,15.48762092761866,55,42.15759376468577
m,75,2.9006250297980207,1,10.990329036055535
a,89,7.1335855791187175,51,51.65475207296277
k,36,59.39364211447852,89,47.89788713479839
i,34,57.997935670844925,45,13.219085407795617
d,62,44.2950237678549,5,87.76509069834137
t,12,45.38452351703117,76,34.00752055294017
d,30,27.62302936361546,38,39.59306213550432
k,66,34.98755683162115,60,44.887531093067345
l,67,77.8113568443033,25,75.87928570041402
h,2,41.22094378874749,80,41.451024410546275
a,33,63.98216062617451,50,27.016155418962207
v,98,34.49894681551765,64,96.43126772753125
x,23,50.15888423113246,37,8.605053950859665
k,41,23.229588751990306,14,33.663115290242565
w,48,77.9582939755136,58,8.845778980598718
w,98,65.8650954275068,43,95.73686861575777
q,18,84.01876474233492,6,97.50843087092143
o,31,5.0474010528997475,62,99.96213543341437
i,55,92.91123175974896,37,87.12717155658697
p,11,59.18001925311239,67,7.378594111466197
n,58,69.53461340853974,69,67.56258073238595
d,8,32.06298047358362,95,79.31085155838682
r,14,87.71778646605168,68,65.51617394464671
a,71,25.80398497277677,28,56.17987565818823
u,39,8.257145781535469,69,12.888673188452549
c,89,12.209583669706737,27,24.697828600735217
t,54,28.42286819882154,60,53.48572138873651
x,39,30.226223881222115,83,89.73990941300039
v,91,93.09259393572242,28,95.66913611712154
k,87,53.674334993054764,98,39.016849835669554
s,59,98.53683565952245,65,65.93466415411511
v,51,65.63316043398612,24,49.2295997909301
f,11,83.99417453733572,94,24.479108433800945
a,99,61.80766712138451,96,18.801491922051895
a,81,32.562995162521936,75,73.66625182292331
c,62,26.94297398884623,60,53.100258724583135
v,3,33.53673819720658,19,41.49085180749294
d,16,90.68555952184892,76,18.304204725109464
h,88,53.015873345858665,93,69.39287229199645
j,46,7.801430858269976,28,51.321758756633415
j,8,88.20106925007146,92,53.635336160913084
y,16,32.49885560602491,9,98.63417185883804
p,87,21.884910114595847,0,50.96579227244553
r,23,25.965201849487784,99,41.49334951823839
k,90,24.505715469266143,10,39.08047520639699
e,45,58.47170579100482,12,70.62548417385027
r,97,91.21493316329354,0,99.01359058623734
q,11,48.27973307668585,74,20.174488075304353
x,6,61.907566912095454,53,98.28293821900927
a,93,75.37618513972805,12,11.341386686523702
n,22,47.819710992460315,77,26.937137153207903
x,32,66.30418555626467,67,33.31784065370882
p,89,43.82800007951635,57,9.676365909195495
h,63,72.33841184171537,82,81.88952015207678
f,74,19.090730595891813,26,40.861515863454265
m,12,39.85818916059339,9,52.569076056001116
m,99,1.713432026928552,28,92.93849305675556
n,80,93.5317180477154,7,3.394162541301382
g,48,88.54518388732822,9,3.910774400832262
p,76,78.57650142475282,31,12.690049997024621
b,78,64.00613160650276,57,79.98894668692557
k,68,81.33107269142704,72,2.3478662253024196
s,45,61.977395759117684,95,36.211473704332064
q,85,99.5040908896655,58,35.072475664823145
x,38,47.060706927566024,47,94.05048975175582
t,32,12.891459679698158,76,8.353180127817861
l,62,73.28115294601255,68,70.17296985915097
r,14,69.75227512417821,61,6.534450159328243
w,83,51.28697126878849,100,49.361352211511964
v,96,26.34857626760525,96,37.82867008951024
o,20,45.43805892286784,7,35.41267991694599
t,53,71.00667721305727,33,63.467625047089356
p,94,86.13401820764072,20,75.4393583317098
w,99,44.01540973004329,84,19.498122510713344
x,78,20.656992522382346,56,8.098391037964781
s,22,13.098066678172327,87,3.1760193208962395
b,32,22.841251422422772,6,26.63554298206785
r,1,76.3341930767699,92,75.0725125622969
n,76,3.443408520138036,1,25.162382965097983
n,5,71.15911816895576,75,33.74130466414319
k,72,37.56176236823548,93,19.690145344979715
y,44,48.25144664215064,60,44.70569464766307
i,78,76.21530435334637,15,57.85813906464522
r,64,15.442384056771042,39,89.30878096486052
s,80,88.32224180286379,76,90.99393351059646
e,96,71.83133694548754,57,80.69871943944743
s,30,5.235579222317255,2,29.68162646713901
g,80,48.01206786181499,31,58.83805143738826
p,23,96.22508822820922,98,18.041266237197327
u,76,68.81313829989897,75,59.775423646760785
w,17,9.050585185517523,0,75.46787195894355
b,87,30.681925898671036,85,88.94438271461229
h,20,0.5966101757749476,98,77.03757376853943
j,81,44.0110227975733,17,5.774531667852978
c,3,68.32810968554652,90,13.201940463772033
q,93,19.635435482109408,42,77.97181103260354
j,17,23.67786723618369,67,76.41482970890566
l,24,78.49051357095233,99,78.30858693041807
q,57,98.424302508918,0,93.74012623024221
q,68,25.025843135445257,83,14.798399203646994
n,26,22.14577691396157,75,98.2512858249564
c,67,10.559376175767243,0,55.689965652241604
j,6,3.8442079332317247,45,34.16438011248918
f,66,39.4953945420727,26,3.74758669158205
z,89,35.70394296308409,43,42.08699836197237
b,48,16.220518089278148,42,83.25312450054602
k,65,41.7004091608558,39,43.44472135924355
a,67,18.220857172198357,93,40.342264951146845
z,49,85.291375647778,66,33.19255125847291
j,1,54.85103547772182,88,77.4010893853307
u,39,42.29177820192418,51,10.430092357328057
p,59,70.19255494699361,100,96.35410889499222
w,50,57.016764180911075,40,84.2775430844877
o,25,61.16827679962999,65,55.193680143976565
v,40,91.75931422607803,96,84.21099961441098
k,80,50.67233092075983,84,85.02820376937883
n,82,28.815881141170752,89,49.60474074957882
h,40,29.29583729330777,97,91.23431552942381
j,39,24.130733966626494,5,11.522379617873835
n,20,55.24288130225612,15,44.18071566096729
m,83,91.24611167925323,46,70.08390881189169
v,35,78.64258907602738,72,44.809633493514276
h,70,65.9046310108702,43,0.6276594219653098
c,46,88.95327299418513,13,5.9695273860503555
p,13,48.288974698061104,12,98.5559740022273
f,0,91.42398506229459,14,67.3977059211354
s,86,72.58989193777937,51,58.679669568661005
n,67,71.60063992154758,71,43.09630920101822
s,26,91.06614037142697,64,0.08955840897422185
y,74,6.289790548751995,48,25.78224716000769
o,61,33.83214375428315,38,7.1178686972144245
s,68,49.470376285180365,26,97.06197429982855
m,63,92.69994687848504,71,13.15755138049336
n,84,8.310061857328787,53,91.43759796960072
a,26,76.50880743789934,98,34.45643719406842
o,28,9.253973719982723,77,6.6941234343743545
j,59,21.08157920294954,99,88.59513487186142
v,38,72.7599339007381,43,2.4872972795391135
i,27,84.69266252129601,71,93.69206764765204
w,86,36.20783156326461,20,95.73397976304996
x,17,37.117982561470534,67,70.21089987639162
a,29,86.0337882240922,68,74.26819937801761
b,42,53.84823565046426,25,35.17369703249835
o,11,73.22252568291795,65,20.57634700295752
o,43,14.908156911298098,69,23.434329820870957
f,2,41.99016326178315,3,22.592046084808693
j,77,6.957531999749877,8,67.23372108295035
i,21,93.92154686176978,53,2.4642498910439237
m,33,41.251106006366456,48,0.8587812310940524
f,58,65.84483482189167,89,50.20306243902481
k,97,91.79287407520555,70,35.913404043574545
o,79,83.77128600094103,14,86.72266677831367
a,7,86.08405820733604,71,47.86071469551933
o,19,64.09480213850199,44,89.0470005422603
c,79,19.91745842687811,59,95.06682381134863
c,59,72.50352989453863,27,11.281801189369457
o,92,64.57649106362845,0,6.140730004634332
j,67,68.81156192840588,53,81.4043122626193
n,38,83.00789552868629,24,91.4116895364312
w,86,95.41584865936804,12,55.33673614843343
o,44,16.56228418523813,23,22.666105563287807
q,31,8.127546126683171,94,80.56337084970556
v,2,47.66570740882887,27,41.53635131471833
b,95,29.846299156158317,44,69.7813422111988
g,97,0.9068319545975867,65,12.899469043683565
z,35,3.1036939424452292,75,98.06643908654253
a,88,12.439964840341943,90,62.09653787166636
n,88,74.71648878891104,28,7.9075193691781624
n,19,45.072190541968936,62,65.02628801837385
f,37,37.777041090690666,87,47.45575598213978
