Y,L,P,G,Q
z,30,27.046131483642057,71,84.73616566583792
u,42,24.85132947633182,6,97.01863700483887
m,60,64.32666726212382,10,80.31747921498368
q,96,21.594828006822553,74,54.45564257116735
n,80,55.68079224916863,20,61.47772537276266
u,22,11.459254859470047,11,36.536672005022375
d,94,82.29442847572713,24,70.00302335895469
u,45,69.50532291335112,95,85.18726794534712
z,1,57.26358007532839,18,56.82873431273501
g,39,34.32931182565078,59,26.97523637811079
e,98,29.42718899162432,55,46.9260787537057
g,69,7.219872367616221,68,28.275522450422873
a,11,97.25607404225227,92,64.21282843602208
n,45,87.30805197969087,44,9.28598687219948
s,56,46.581097724976864,87,28.90104581671413
e,50,22.051030354722478,81,36.80015466015705
y,50,79.0838375276138,89,67.94345468876077
l,46,31.253770066568933,54,27.91003313458137
i,36,39.65618978829911,36,87.9138467894091
r,91,13.416175804463371,53,95.06175329518446
e,71,41.3004505397627,42,66.81878227189061
k,17,97.02232083596274,49,86.04731327058836
p,72,6.415460610619128,19,62.50838926642177
f,68,8.627108668017758,16,67.02973356168407
v,100,32.88326729607901,78,35.441121795733764
l,88,17.84620709546313,16,9.88127430541641
u,61,42.72169974904553,87,35.156316805865316
h,5,95.58436318573081,58,43.71475899450454
j,79,44.387372611063455,92,29.14566529259379
s,71,81.41412060578963,69,4.6976726742685715
x,75,85.03367967766602,84,42.7696565903829
k,68,69.23307736886362,39,39.89633613448041
z,76,84.56737323908118,52,12.163442816196968
x,88,67.07584162535993,41,48.01316892270029
s,30,20.64235465319402,61,37.35639607151692
g,53,61.268905096065026,9,16.39778337072223
p,6,57.675126277186514,81,59.98061225346394
f,60,68.59769485891981,33,73.84790813469407
w,38,82.70365151811308,3,18.023794297934625
x,16,91.47313597898228,64,97.22492789145755
p,75,82.28727221394695,8,62.5000766039847
e,96,93.55652729767324,27,17.11231537908896
x,73,42.75350972421447,35,12.43481806721799
i,34,93.61252359162889,92,21.044625216597655
k,84,99.75127716743692,25,44.44382414689213
z,17,12.103961561681265,63,66.18379617054791
w,30,8.268051044549217,80,18.225687827759263
d,88,51.882223976705646,48,74.18056667415601
d,33,82.58848146269207,54,71.8592754956605
d,18,52.71060976067786,12,68.56524465759043
u,76,88.89701710749084,67,34.19788209477546
m,9,61.92950292364792,90,63.687251592973794
c,3,47.636730275323046,82,30.968991397227043
g,50,72.32894581199893,47,31.421971444511854
u,27,9.628949535019604,95,97.34933857461547
z,49,6.930477462943907,23,49.552982547581045
g,96,73.89806351306231,5,56.55630242358808
z,34,75.38275734755466,24,89.16516328768391
o,67,5.14244813873942,56,93.78270975988042
u,23,52.19807776748168,13,96.66152059124022
n,78,80.13774964611142,72,83.19441243086419
y,79,12.222515717107218,73,34.32661297678362
d,30,31.03067467017905,25,14.69586756510427
i,46,90.73119111441186,38,64.42951953669655
x,44,74.72529621053908,80,45.962671427788834
f,40,10.537771712909926,39,36.9883984599109
r,93,71.49235859317153,35,70.88738753150525
t,48,17.336691264301084,70,71.34245260807653
u,20,29.139680092214714,2,37.069077890194244
x,26,59.095604356257326,85,46.45980037016268
s,53,90.01290070785878,24,92.26830638876956
s,49,24.206089786143316,58,7.501004337152861
h,42,91.66263399170828,67,4.782247105213866
a,24,29.640744268063813,55,87.83239284122882
v,80,79.15193145041039,8,40.94875095087585
s,81,82.79851279385966,33,9.614751370663456
g,63,21.74127146245557,20,37.29976365458707
x,41,99.00758717082539,3,41.739456495295876
o,7,58.57218062230382,49,99.8364709555429
r,8,26.119781209037196,70,92.97988053954957
x,68,75.56704383375194,96,6.819070385815262
s,63,32.9839167455819,18,67.07540297916434
s,59,75.74280545731827,63,7.661760036595444
l,31,75.09539129675561,73,21.68939005199456
a,49,24.692892570137914,6,22.947506185865972
c,72,64.18937031196266,24,79.87259687924626
y,47,8.168765688094515,76,21.712756065969497
s,62,83.21268042012026,4,85.70277935532476
o,17,53.94746309306244,89,73.0465074110127
w,18,52.57429593029085,45,11.905780566328449
o,68,56.809898154340075,12,37.48100654366671
b,27,34.90403019320089,17,41.855471621084895
b,98,47.90754997130248,20,33.71105102810642
i,9,81.29536305668076,75,88.4644456522763
a,24,85.66090500430371,86,34.616000754081824
u,24,22.181656077900623,83,76.52090668550768
j,15,60.64169352545208,100,5.00165642608319
u,50,75.68854041792525,64,8.43040119257955
l,84,52.054376530596116,25,92.33328870501762
a,49,32.39030053091684,0,43.269972100148124
m,34,8.965380305587178,45,36.23286111892002
q,86,4.299950700253685,6,22.668439055978972
a,27,18.37741285091754,43,1.3130972764155202
e,95,73.80442202181848,58,56.91159902668639
m,74,15.100078121408444,14,16.649422780457755
w,55,84.61801185982569,92,60.35274932003632
z,95,19.06496527237436,25,96.21176372731642
e,18,71.04213458891813,9,45.44756505048216
g,31,98.28814177894048,20,35.187809970085794
u,18,63.031817318624014,63,45.18292696170024
v,7,97.703603037343,82,35.54662914694141
q,51,40.79985747501982,22,45.013080532917826
b,67,68.44441405560907,47,72.90992142052843
a,39,72.41485982995519,88,70.86417639003365
r,2,78.56452126184153,45,12.468610588551787
t,27,21.13058650376255,38,7.847316959728834
f,70,32.75708508179843,73,45.31722771279528
w,25,50.8858832968151,11,40.030028701268414
z,81,77.91083252639635,74,14.29568879442009
u,77,26.74940759911182,33,38.73489901539254
z,18,45.699031178911575,39,67.7070928195119
n,54,94.08689999024782,58,32.983063398962855
a,87,95.7121320351542,89,96.1123222942198
w,67,50.539430091304204,96,99.19323973058735
o,72,46.760520354840885,12,17.223452694609364
k,3,46.3668706460546,56,16.999672665760567
g,0,7.955929443742626,11,54.76938337872191
c,35,54.08491635862539,2,43.15761302114558
i,32,99.05597298994923,69,35.32756622145779
g,56,22.417916982549556,46,95.0800770091022
q,45,12.188378186279248,34,93.20247817307973
s,6,17.530307415616907,35,40.398677429890526
u,93,29.440394185706154,61,74.62559496170927
a,6,73.85235374198741,40,3.867783806382641
h,42,40.62200319052701,100,30.58245966344598
t,24,14.83136504014617,18,13.620068574044241
r,61,3.6458963147700474,98,45.42217027205317
d,57,19.253774884278595,0,88.7097230409557
i,18,65.06820761639672,34,79.802239738407
h,3,63.07953731124595,51,8.210072109704125
a,2,94.02528474255983,81,22.64451527699386
n,16,66.31046610446691,72,0.07549773558577222
i,70,55.400496651647046,46,41.393642462750655
p,34,27.571354993937913,97,57.92222363302177
q,11,7.351129131905165,41,5.627381516680763
y,79,97.68438245652054,61,55.25066091107303
e,75,23.199642873305493,84,47.035899580930185
q,76,59.0546781091398,9,66.63856518731222
y,61,1.230148204383863,92,84.68817323333879
u,15,89.73762586071784,88,53.31041277576073
j,65,28.314199680781517,89,35.5647504713656
d,44,9.681464645144434,47,72.74093353357718
t,23,73.80306839622102,13,86.91913949953147
m,33,50.905093932689205,75,45.01239592990412
y,80,10.965862121375181,17,0.36916872347608765
z,35,13.01121685770389,39,19.385755557503202
i,78,82.27106065697704,86,87.7571293376747
n,52,81.93675243443084,73,42.489514331449186
p,1,72.28554379028176,67,83.11936902816198
i,24,85.95416228430317,28,95.60521850815235
f,79,39.1056816538003,61,31.942015596857733
e,74,13.142833057042381,8,3.5656777881276858
y,63,33.0849314688186,0,12.126063903362127
n,97,34.53319442503475,52,35.564520094426165
s,62,20.617222061610597,81,7.4311989979163995
b,34,5.5656194157458705,25,56.04359345871251
h,34,74.62780728146085,6,79.45797817522752
w,98,97.0734649578271,95,85.62641705209685
c,28,19.721856857247268,24,27.22747723244282
t,12,71.7306486631869,53,66.31319186788605
j,72,67.6529982442523,45,76.13871900223172
i,46,56.341135917203744,86,45.11349690945988
q,23,24.951312309964933,28,11.862851261891683
c,39,33.67588360062499,30,71.70209738488535
z,45,90.14956491997107,42,13.45571791753396
q,45,9.994255784977046,34,6.917351837358643
l,50,47.751955495915055,13,79.82669473698563
b,32,31.463754159374435,9,38.99551754758883
p,75,10.983865945699446,71,61.44884975692004
f,23,53.47460860929908,70,36.20827614496416
s,90,46.73518741134225,72,6.621538533585403
m,42,99.10132845955417,40,89.92879587030683
c,91,74.08861557577134,65,23.29715070500655
f,74,48.24827977076709,17,36.28750150451812
k,90,21.388228933448662,87,0.03470205711212371
r,46,50.975222354577475,72,74.96383231130123
o,70,71.16530569506857,3,5.550671972649224
g,11,96.5194938901935,12,62.17999290654757
x,58,99.17272524364799,12,37.26073782586622
y,6,66.15600396731433,27,88.51450519521711
m,54,83.60679143564636,35,49.52664538452355
j,91,68.27226475195778,59,52.072277732348404
w,38,64.38429890419776,97,35.77441107274271
m,18,70.81773383298136,71,8.147813070959053
i,18,10.721076238817261,64,28.347325075043706
w,20,20.73258630350616,50,74.34053516165883
u,25,11.15714016423156,25,7.535723906828629
l,79,64.52868399732291,44,49.7763790596632
u,9,48.569057328843634,68,80.22930839871599
s,96,52.62755343441111,15,31.12892372437297
s,26,22.83295453490739,98,99.79364737244464
j,39,82.95860305640281,23,96.68441371240067
g,53,10.573569730895393,43,15.810541527926558
p,32,43.363055506923345,95,59.91465560274622
n,90,69.52855890899535,42,56.83845513985548
x,84,83.78049871689237,44,10.579165478342588
d,68,56.374225754739896,34,29.38992719120589
r,31,36.811276868792774,25,83.03587709427904
f,29,67.2149982917499,20,99.52087776261403
b,30,91.0378879992426,43,61.403366450246146
d,84,79.6160965028616,46,48.978270108706376
y,65,76.85141913328991,96,98.47998730273517
n,55,10.467075334221654,57,53.27683108951392
z,47,22.53778321941725,35,82.42790596597716
n,75,76.37087598348995,93,79.46437717876555
u,40,37.79574305877612,71,69.47808227737885
n,27,10.890441525015726,83,93.5178909065687
t,71,69.49272041829552,1,34.37936903505947
d,3,9.430080240801086,99,30.16858177391615
k,97,7.167183990261405,7,59.0894242528887
u,90,38.772052180622104,9,50.37039829733935
j,86,32.5261767232066,90,22.52475178857878
k,55,67.8810545154653,89,60.586705234898396
f,77,12.291873833057053,10,37.526195622592454
h,22,13.522475454228688,97,90.47532960908433
o,40,29.01095159248346,94,54.08369648729203
b,37,8.69318764626199,79,58.41990090101211
c,36,59.98370106238985,34,43.969251193387784
s,73,70.93942174548106,63,88.78280958733853
w,60,54.66868295887518,73,17.489871502040177
u,56,70.4195575821754,20,81.14828895467127
s,97,87.43687823185743,57,66.46146131126454
a,92,82.80495549035635,2,79.08074629711541
e,97,72.28203041077683,30,60.457552087803414
y,73,69.3534623333537,64,11.405216296441623
u,13,87.84971562812845,10,58.26931303557238
g,44,23.98849396387801,66,64.14324607085622
t,99,12.625948511287655,65,27.82123327162508
s,81,84.62582381712231,4,7.499969653661653
r,67,13.993502229592869,58,56.22946418053009
w,26,2.457808302864517,18,69.64997825145639
c,22,90.18591093590493,11,88.53356882676046
e,18,53.33365719139586,78,55.64108735957802
r,16,73.39011939073526,73,98.19781244174231
v,92,52.9441915386755,54,38.99452211652105
f,78,80.30945631102313,19,25.713141051166254
k,29,62.980236369517364,57,92.47602915280247
s,22,77.77858398764003,57,11.702803212450219
k,26,21.555096877701473,62,3.1052513602002674
v,2,54.28799847171846,13,72.07673066890615
k,86,80.7072520771303,99,48.09727263580069
a,29,30.445966131019418,60,10.91138368739627
y,51,61.595537931528256,87,37.333139692759545
a,2,66.67043378511653,85,3.6292255312076027
k,93,50.35194561683197,100,40.442269462100946
o,66,75.81241822202436,43,87.53765910505938
z,43,43.40998649168423,10,47.778244974635484
a,61,97.09270143843874,16,60.749406471067324
c,27,50.3693119394738,11,7.485038728617988
u,2,66.60505123746529,59,55.743917045793864
m,46,90.26087150524799,73,55.605425370995576
m,83,50.913185752068344,33,65.2022538835121
d,52,45.51639764662999,20,17.909755052397347
o,28,31.524689081241576,52,94.94673405308004
j,64,23.69248579389489,12,24.250177166894147
a,32,67.9923944562546,44,78.47174583357199
e,2,50.44455519898893,15,80.14947289311817
d,35,40.10413881093707,77,24.265238415457812
v,38,47.09336687261864,14,25.6433329636393
d,92,69.670805725662,12,38.65051837677661
z,30,89.03818352407505,81,43.819440530259826
e,22,44.779169074090795,13,10.562133943897367
k,41,98.7930931944937,54,2.237120346383936
e,39,7.613341000516938,100,78.70685160880711
e,50,58.05000582060177,76,98.15129514112795
c,100,80.32236709645838,58,57.064499693528234
f,8,61.608963736687706,1,87.57635235258059
v,100,39.057339693457536,48,12.358318570119575
q,58,83.8748607054128,100,38.38525435793244
u,16,51.6872122544071,53,25.960186914876072
l,47,60.26647560895286,88,20.246910418414142
y,58,33.63980530549776,71,91.228548557746
m,88,4.170315853674811,88,17.57747648817951
w,14,59.951214857359524,64,60.63675234023046
q,29,73.19785728793701,61,77.44584793640966
r,88,83.41935821725085,30,24.640823876235608
l,34,98.78352290718198,17,53.75103969032078
p,77,36.82103214594896,44,61.09543593860487
i,86,73.29139839435388,81,73.5210596406254
h,25,6.850902175924533,80,86.8765742906479
u,2,24.674252936844997,22,62.863630199789746
f,90,42.68058316034394,11,23.327523199137545
c,84,79.87649896774566,15,6.564387178151843
d,22,59.18918010594676,77,36.088502038887384
x,90,23.44198973043181,38,30.44443757175046
d,84,80.05021925000987,39,78.9379147360404
h,66,70.75531438068289,88,8.43363651935224
u,19,32.84164548342956,33,51.97218175192164
p,29,16.196041130622017,71,38.825634520287586
y,11,60.1179652150582,56,77.8175131277287
q,48,21.98619957425123,44,73.73552215747651
v,33,79.26512439045216,67,90.25228063020151
j,61,7.937825352472572,16,69.20985072700684
x,49,11.876451421797118,79,44.51765600519996
u,9,99.1308766532708,51,25.367441557839975
o,83,62.188817693684506,57,81.11552564749447
a,3,1.89969354042554,12,19.61450973222496
q,9,43.5431924946805,16,55.49138911663538
n,69,91.4255176157992,87,17.16862154241383
o,41,98.60189266863897,18,4.460138058234165
l,1,56.8154951834595,53,77.80636804471975
v,40,3.028958807937454,51,10.721165330435856
i,30,89.91549269651003,71,32.589134196676795
b,72,59.73442374972993,27,59.651915764428544
m,43,15.110883037904832,56,52.820723044932315
q,30,88.51200913564944,34,25.964719612921748
z,74,38.574095124541444,79,85.41752456196464
t,34,0.19172458986224106,68,41.6205312736341
n,47,16.527291531671306,28,52.54375410670378
y,70,63.65442689308508,5,57.85758935716893
q,99,82.87957008122666,51,0.7021134792064343
y,46,88.87192550468723,77,3.6639154631682214
y,46,0.668523662733389,42,60.37590138312812
e,66,29.979880050233398,10,62.09778636786254
m,15,30.298662321724446,75,80.16078813865454
m,57,51.03703408459196,58,79.55431043261636
n,98,6.494666809890592,42,23.127709727695354
s,58,3.5693355795269333,31,73.51990096588877
l,33,32.610225450319966,48,81.71753688769343
e,57,57.77765829909303,30,2.07471411153336
r,95,39.484796879178155,96,73.54974050033786
r,72,62.31465404176168,98,81.08552208785183
m,81,11.056960933778527,76,2.824106469446186
v,90,73.62887443465573,24,23.824339716473187
y,100,16.113273089186876,86,84.8411999570864
y,100,39.99026278251232,0,78.64331836593354
u,20,42.18050888357927,33,1.8582224601040531
z,76,84.97922921603764,0,46.92577697390722
r,100,20.917621020551678,86,21.82888547930919
e,77,6.384290326317899,80,98.2703631539341
t,77,70.60284827630544,5,24.88153572270122
g,50,57.19432336477085,35,59.12294293643063
r,43,21.645644993120115,36,16.53141046777854
p,29,91.25797432405231,51,14.543768988144755
y,59,54.9993569766028,76,45.411450166258064
i,33,43.60568343690392,36,51.436408739798814
r,11,83.09037561460939,40,56.41432902625604
b,38,73.36145793967162,50,53.21547554930326
l,82,68.87111623693075,96,2.8092401012129398
w,58,64.6744996991846,7,88.48460451314956
f,58,53.832686452026444,28,76.83704816503945
o,15,72.43133559138198,0,83.76805996030193
r,97,23.751446415487678,87,74.41992753214943
o,30,13.269029211098138,85,75.73957184969227
t,21,83.70041393330315,83,85.42836551069199
o,39,88.07600559576309,53,8.466544928611642
v,56,43.34706857832662,23,69.09456654774756
f,88,78.14531727755814,15,91.84786285113319
s,23,37.602119670696844,99,21.53264637963197
w,72,49.39858919703717,77,58.1821741289995
a,27,40.780813173144004,89,96.04718249736563
v,26,8.169736536417604,23,33.76315082411631
n,92,14.246539588519457,12,49.16169973362856
m,87,35.957364739205055,39,67.50635369826333
g,62,1.2977551684904998,100,28.875116977638505
k,38,59.42225268323694,26,83.51224565390484
q,81,85.88464733756096,33,87.25411975515838
s,51,87.7545734470402,24,81.2164352707726
d,97,24.088106027122823,84,56.2425067471072
s,43,59.89488067136391,98,15.505627661780853
w,52,58.97480595408546,28,31.509516385977975
c,56,12.11251706331078,61,22.477488758719268
v,18,44.16248859537004,84,64.43731321943665
o,74,41.094357075401255,92,92.1050410899947
m,53,31.650028364394878,97,74.5896270634624
s,36,62.45931962162956,98,56.809485606058715
n,17,96.348999465898,97,75.76096368763694
m,1,35.40190336885003,31,96.64151165427428
z,78,47.38875028069555,66,98.6138084317693
p,87,79.72862983821041,59,78.80972459067091
o,1,5.688687949241833,17,92.61659010811415
s,51,99.47416156072954,75,92.68040535131823
e,95,72.12350608515302,90,22.67502128184177
y,42,44.01526219551184,72,35.71470077757629
k,11,62.24855756492913,48,38.53313257455787
h,31,57.748541436352966,40,46.408527018543786
a,85,31.164764426359547,63,56.92170022545858
p,80,93.21354242442754,58,48.81628276766735
t,76,86.58468874052755,71,43.55021912706063
v,55,86.54897970063948,2,83.55511609995085
r,87,44.68385642796774,73,0.8049661165494881
d,29,76.9444679173917,88,97.01256189208209
y,76,73.03993161758684,6,73.49686913315954
m,1,81.37960440342266,36,80.93132947368017
y,87,64.77876281090911,63,55.53890929624886
d,89,3.127699468024814,99,18.894700340173753
j,61,43.768631739465455,35,96.50710121501214
r,82,31.24545224224432,27,81.81259453138266
p,45,1.699857010580752,59,27.783016181786024
h,0,52.04763019982974,33,75.32009823087435
r,46,75.21583045853922,43,86.51235580017615
o,10,34.66463635507717,56,75.51985208435241
n,80,94.26242205141291,79,25.70267099565641
i,50,96.99526895216756,59,78.07376360181489
p,85,68.36533404434569,82,29.401483379582093
a,82,58.34517445316945,42,79.01689446157651
n,62,43.21716361590525,39,4.214125113408873
x,74,23.904833740638377,92,60.024651615376875
g,36,67.5869814948576,22,8.5112698825771
i,73,51.546540927353156,66,11.885920128561
q,3,51.72774180121857,32,45.88992068332739
l,62,3.592851567428912,97,91.18432931963595
o,47,21.193241929429263,34,19.946589829913396
d,20,4.378658261761648,64,72.46967753194453
i,3,7.737650071501645,41,13.668998658184517
e,46,9.954638399495508,72,14.188478966725215
q,63,98.27114165623598,93,99.98800260695252
u,15,33.201726397664565,21,60.53865718927908
e,50,42.186370538329456,72,53.29825921529206
x,72,67.1085834518514,88,40.51432919833694
i,98,79.4314516923944,28,58.03798094439042
q,9,68.63469271432288,86,52.481504651352374
q,53,83.45570672481104,86,30.036279761712017
y,30,75.4823458037004,95,70.48388601284769
h,55,85.38677795982103,14,11.807645011221645
r,64,50.313612365093896,62,26.677965395392388
p,80,40.735811783407186,70,95.78180962214677
e,41,64.04229429814599,67,14.995634500302014
g,49,34.18790971573442,25,80.92312925940865
v,92,58.82245592528693,41,48.98479182905139
x,85,93.92378339307214,58,21.349680087358923
v,97,93.21822208044718,59,36.12254057485098
c,85,91.81103270137882,96,39.562141129217196
w,77,13.86968328572069,37,7.854774562230727
f,72,76.06923315445087,81,36.495117031822666
q,28,54.95970537124904,19,51.79366638239694
h,72,6.111820416839963,42,48.5041378651106
k,80,60.914912253592036,91,30.144834112518303
l,1,75.52612044720622,85,15.284378823036448
x,57,18.100407514131444,16,49.7659337911589
z,43,25.883995760490674,61,93.12368371200755
y,66,22.920567705950422,33,46.952408232619355
f,4,43.12100092856883,83,41.68810830714465
j,30,47.03789364922096,52,21.099638276592238
k,56,76.88812203849268,40,60.522258009910026
v,25,59.69308620647609,20,25.2351559581934
g,2,12.679763713181892,22,27.81998991665251
v,46,51.36481845795296,24,79.95956991790135
d,37,11.358698379949262,44,47.68639757119413
y,15,29.48221495612986,62,48.359281324600644
q,76,86.38879118610365,67,89.68958568933769
k,79,87.62202349567035,62,34.72116016253687
h,40,77.61156321596197,32,22.708178767236966
m,60,33.09627565429094,42,25.62777397126279
r,74,69.34218437983591,19,37.752102126801155
z,6,34.424849255872104,69,82.4643415905696
f,4,34.76846088916995,44,88.75520214222762
u,59,13.384913557424404,23,60.49528366303578
o,96,63.20819925885674,54,99.36697777725347
u,100,44.19809345505152,72,83.67736276450319
u,70,7.929892664180638,45,98.48567948500386
w,55,6.758736134714494,74,47.04324442708315
a,87,64.61282426502305,84,28.737424156127332
g,89,46.508519565627694,81,61.69442284829238
q,68,36.97908235739058,86,33.26049968199092
k,22,20.391830093540065,95,23.900245557365153
o,8,6.86066728358753,89,7.427329936011251
c,11,51.88897743906714,63,53.450774696899785
n,68,33.7793705380216,0,42.85463867937976
i,80,72.9799409324161,53,34.58370069265384
y,95,51.914727959673904,22,56.329646178934226
a,24,57.045599514267366,31,35.25989516238206
u,68,78.32356412400554,96,32.95948685275145
r,48,0.5089337880714528,98,95.75259369083953
h,39,70.55334906231982,71,40.60491250358304
t,58,18.650852087935597,38,46.59189433156429
b,93,41.164849768588056,29,31.78238508266793
a,93,57.25404965513723,87,0.04947576683276278
c,76,82.5347524715615,24,98.27478249713533
y,66,59.95661742247985,55,24.44935648526847
z,45,6.663306706542582,88,80.43241581614204
t,16,7.317585582985897,98,61.40870791869077
d,22,81.9287864204838,84,26.038750406040513
z,34,3.3603898239050634,93,85.10035493429325
t,44,49.611471484434865,79,95.68579416794691
e,60,14.112037712233494,45,44.603307082282484
r,19,42.25141040710323,46,39.57371111249858
f,87,63.52327012381609,44,36.69676769589342
p,18,1.016643257603178,83,50.691261673891596
r,30,33.47817286355449,34,11.081849750019268
h,46,10.922457349140636,21,12.378329277347733
q,80,94.10024084866672,99,65.60797712882601
a,87,37.18303483384182,45,68.65019604921748
t,86,71.0525456474182,71,19.001575607026457
h,55,96.75477848574052,20,67.23965256765354
z,71,98.53860022718963,58,14.182535033542532
l,34,23.565232223206845,89,30.996653195136115
k,77,75.5088098100251,95,5.855659778384892
j,74,69.22839804733798,31,4.441257308644886
n,97,57.94346088997027,33,57.99483940466851
q,64,26.212251084843064,64,9.497956841603127
c,24,84.56799006601426,22,27.43845964449827
x,69,65.71630192701889,62,29.018817919850893
q,0,89.57082826118062,23,81.67178819886239
r,55,32.91136873175223,99,18.90036575461589
t,74,53.04703478288309,22,1.5024840160285935
c,46,23.17618925562138,10,7.4657723092383055
l,82,72.99025005065329,63,33.197861059212705
r,86,16.210667386273336,25,99.23383262867546
c,93,20.948332718520778,66,77.95435832740014
i,74,29.94459534488929,83,94.91852281589671
w,80,61.58939812379934,31,8.138924185129559
j,16,87.79010921303355,93,50.105327505736675
i,98,26.523663805067976,15,40.78712805087898
v,12,39.623838409393095,64,49.74414694467978
n,90,73.61670848379305,23,11.977984278278186
y,52,17.711604884599996,75,64.59763787721687
j,48,50.53907261372063,36,57.86199514849141
s,33,43.7924195618557,30,4.046005781088979
e,37,71.44505844539357,54,65.2175069786482
u,7,15.102730736188485,50,88.21786910674453
q,99,29.991551671918447,10,55.04386979609195
i,91,96.10998536340351,80,26.307913105595194
h,97,91.52696848362996,77,91.79857791967915
u,9,24.156633496966695,8,5.803926938895176
w,100,52.948356885004614,94,78.20351097648822
j,19,71.37807889961859,67,14.636977744951574
i,64,12.6145677818839,12,19.876112034961245
r,6,78.05364442618195,91,63.38416201539368
m,65,5.603415709860293,97,5.520128131929825
r,47,86.90943704028948,69,53.42119234466003
c,17,11.47298001150422,9,65.26246364081544
w,97,40.5646253411004,84,79.38013007898729
o,45,88.2160046897575,29,12.387469160219188
o,10,76.2154402587392,46,19.310917034077193
t,37,78.35475181847613,6,10.040097417452632
x,98,59.821836706109835,63,6.946503172132223
n,71,77.47165437249919,37,78.62275537931478
m,29,13.811244334500405,2,20.596280044051664
y,33,48.10567311985482,91,77.9796599888144
s,10,80.09779308802494,12,50.67125294466548
x,84,54.70545818743013,88,11.72467400813606
e,0,66.62324886382142,10,57.922438214842195
g,52,73.12804430849724,50,68.02738381828941
f,30,19.282996389096528,16,65.148138999897
p,59,80.74887619857196,84,59.158010592546404
l,49,30.293578380442575,3,2.3939119513020746
c,91,88.04765347651254,0,59.784558031821845
i,85,6.977114338653035,52,11.253686242547678
v,38,18.584120143720384,32,40.38124970018797
y,81,40.53126941607788,43,0.5643529337407527
d,27,71.07023994554531,28,55.129755167710336
k,70,68.37455693259948,86,77.78535662773452
k,60,98.3011971215286,33,94.3504971271508
t,6,65.05277527350552,54,94.56728692869298
m,13,53.17021665530861,43,42.63057954557463
b,8,36.06142037978677,82,98.61287645049156
t,53,74.17037755519583,12,40.568807804446315
d,23,15.35857065172771,60,21.263365398170485
t,46,57.627987263629045,11,33.833706213572036
k,98,27.565139636607896,37,3.4401384093878273
n,56,33.204368533649166,12,71.1504762194601
p,35,89.03495320086596,41,78.58435698567109
k,66,2.832265633899622,71,20.603736384833503
a,16,81.10064779529776,28,49.8309129459611
n,71,41.00858777686589,90,60.73655839926756
u,21,29.329023796229926,20,46.25646213949226
h,27,89.1629181079437,76,67.1040866339125
s,46,69.65002630709188,97,64.65971520320765
w,36,12.836846634844711,52,90.98033944314467
z,26,12.469734437234003,9,71.7892951590213
k,41,93.06823558420817,47,98.48059283949081
p,21,75.75863609874901,26,93.5316919689848
r,74,18.332545969776092,55,74.09835926906023
y,71,15.261398058161923,50,95.12752724116596
t,25,98.68938994664154,25,91.39246446376681
u,84,72.69440103532794,59,98.00318568835026
d,71,41.252189304134525,62,88.12582941075398
a,64,52.160791756665795,43,17.610834735988256
m,90,11.729170360254692,63,50.09422642444347
b,21,84.42386315994364,6,64.19028338625864
n,53,70.59602105029967,91,2.4728169134637046
b,90,13.979171543496927,83,1.4965234717258524
g,3,35.6667885798524,5,58.12709062657333
k,85,68.44169918962615,22,40.23129140658054
o,82,78.52848399844625,78,36.116602817853504
c,17,63.09805518608347,36,36.27760932733689
t,2,32.918725774365086,8,16.732558572543844
v,31,79.85391210256213,78,86.04065811241016
a,54,33.317401244200525,17,14.58288873097725
b,35,5.233995453687945,41,93.63219703593721
d,62,39.345004346351,8,15.019903512861731
x,25,94.76252442408676,48,47.4496657286923
n,15,66.14426296054395,51,81.02891847921941
j,46,10.450153147585617,25,31.808813880064857
g,18,51.01422372548935,57,14.563056288348964
p,49,64.63084423883767,70,22.98630749355607
f,91,23.815015442897824,71,94.53072743111649
g,30,42.508972166310585,100,50.897506681171755
d,9,70.90173804069973,78,93.44203997800588
x,81,64.61107262690902,43,56.40612821568362
s,86,15.234864693393856,12,17.363269536807856
i,65,10.371296111156392,67,88.28246554983123
h,93,95.78314795767204,47,76.17693883237322
t,71,81.10754711812633,70,41.883093374858014
z,74,29.713617509547564,50,37.075629997561954
p,79,30.857352837966236,94,42.83726539062454
f,73,67.25550226814651,80,54.09223719491324
x,86,45.504762685970555,28,22.38689373096131
p,5,56.27076577447204,40,0.2926830545279202
n,32,12.566647362345307,69,53.968908665159134
u,76,6.786796148666074,29,96.25436347062913
y,57,33.880851771186826,13,29.719975078283746
s,88,65.58393222752811,40,22.854996790137793
v,40,23.859032235739697,43,55.8628543227025
h,75,36.45437724009676,99,68.90169509077565
i,63,45.65173023604429,68,45.03449729649912
h,52,31.529270850772782,48,79.7980519659424
b,39,50.76214973498363,79,70.68381206790852
c,33,47.602709035492765,52,30.681937219384302
j,7,6.647274561869221,27,62.31305615381704
j,92,94.82572482194212,22,96.73686994481315
d,45,5.156780349212142,28,42.324696023762066
y,63,98.77116963371793,23,7.821332974677508
s,9,83.59786490080255,64,47.89249772330454
l,17,61.69010576273827,66,37.43197580310428
z,55,24.306126436603904,26,32.8741141994525
i,83,18.896364470778526,54,48.059973643682156
k,27,20.831768729445145,72,9.590017239735637
q,56,57.258935326823575,28,55.10521520867493
r,66,98.95115323234508,9,53.16088421956711
z,66,66.86326274557243,89,66.3117428024778
c,2,45.81834626537924,98,1.487293799853362
v,9,48.07699733232392,59,78.01371860271678
