P,L,Q,X,O
a,40,69.24964384364806,40,84.79552951094311
p,39,60.786343450462645,59,36.45278667997758
n,44,50.64978311390036,86,18.76460805916641
o,50,86.7795633346511,56,45.674986789809715
v,29,16.15380187203288,77,78.0181037836688
e,11,46.21202315182656,86,31.648594713135537
b,19,84.33009564068489,85,89.61260937286407
w,18,30.609348746614817,12,91.65160884754347
j,35,12.958678719307404,32,97.25060510955534
j,41,22.375012774500714,2,22.591566535652387
i,94,80.86365305193947,100,30.8306364651719
g,18,13.827761229960878,37,26.728606008830702
o,42,24.583980294335895,85,66.76252874915495
z,30,40.13773441390842,15,76.83112442914339
m,42,30.938974047021638,65,54.29826687178681
r,88,5.095312863367085,46,63.18315197733849
p,99,76.37737906557098,66,22.29255734000324
e,60,58.30404522878453,62,49.071168454587436
z,26,16.26431102922632,4,72.28794446150513
x,21,62.84802257529961,72,76.23086075049042
p,85,48.21247272597403,19,70.06388216816379
f,66,94.43641176893989,97,45.72149934849126
x,1,98.16142904997048,37,9.555872870483395
l,25,11.563369531598289,3,97.0966957341845
u,91,91.71993854768708,95,53.81412713054552
q,66,45.11872421551153,99,99.57856972101973
b,27,37.61751170738879,50,57.44093736508997
g,19,31.161378110689398,88,26.83157282642218
i,17,78.3379037770533,9,39.819117873252495
h,44,1.5900940940934638,99,11.000628082625196
b,51,73.79238569886964,2,20.159579416234564
o,33,21.942385415518483,65,96.54431884385298
s,45,54.57553913990164,47,12.786149298260785
d,73,19.73945640387186,23,94.96438423115163
d,23,71.01148211878342,99,49.010661679555156
q,79,30.391380615557996,53,11.084942702412071
z,51,73.94803720911264,1,19.563430540064196
u,48,8.333818722946695,28,69.11614423477383
b,62,40.13646987878765,100,80.66428131197372
v,30,49.344454097880096,40,11.050064649190194
h,66,65.23920043246744,25,24.465762727713567
v,99,43.13034806922408,85,61.34044272962513
k,83,11.941187371385498,18,79.904450055032
n,80,95.0225325003108,43,93.36905775552574
l,99,64.49565923142741,2,53.23081652261049
n,95,8.242587621280595,86,17.05483646597147
y,98,85.72777237126228,19,14.29651209377456
l,72,8.326301127782598,56,47.072192602561344
c,43,81.55840296582019,72,99.97051365727106
d,17,87.16550706936982,76,68.56712127507568
u,79,51.28890644974376,8,34.79168005989239
v,87,48.157812027735446,59,1.6117416325111544
q,57,77.7213842791355,23,65.55188382713588
r,75,12.57891703697025,16,98.98371689826212
b,0,15.647708308982466,13,27.638794691364932
y,96,44.04041892136106,66,93.55513891458132
r,11,45.73703399839493,42,33.17885535940333
p,66,80.60678043482348,68,30.215773472784825
i,55,69.82938147775147,9,42.68112110937617
c,46,92.42898153045203,58,46.53011788587017
w,91,43.95059451318004,36,0.8051000213582071
s,8,28.69975535563263,78,12.590732577682907
h,47,52.49141164024794,91,93.70438801198223
t,60,71.25755970156519,22,29.409008741171395
b,83,58.36320158670587,65,99.1962905417175
y,25,60.698548538425015,84,38.964370912614235
d,15,60.02581207291422,6,51.143087001872765
y,65,32.55207146140431,53,90.02672144531381
m,17,40.522363419528496,15,35.06094607623754
k,85,86.8225086951128,91,21.20881678164296
h,61,12.677973568340374,48,53.39704801967054
o,6,27.87439993424328,16,45.18010174472651
t,8,27.41878828605877,56,95.7123519016513
k,79,73.82375058757616,15,48.2213864739824
t,33,31.892368235438905,56,2.681870415477383
s,71,33.4147847486026,90,66.03398279185328
b,36,6.588744268511859,2,96.76395275231829
z,60,79.6811764705504,2,5.480972421012231
s,96,97.47149373751269,8,21.987842198033412
z,94,95.31988518854908,78,63.46666304166714
w,26,14.7102108766612,94,24.558977652325865
v,0,26.37825806017241,25,73.28060863374246
o,78,69.7682093492024,7,94.57556700157512
f,1,75.27939046316486,37,95.03390213692275
o,39,60.70821058176741,93,82.90762011271042
g,62,16.418954935115828,49,80.54890732043089
e,14,63.332382702326065,94,56.82088707106342
s,1,79.06693680726451,65,9.104818191580687
u,17,68.6904208584511,15,6.1221884920881315
g,14,37.060129262606466,100,54.586012547778154
r,86,32.620697636610885,82,43.412369000645924
v,44,13.811265782638959,71,63.85968368737171
w,13,90.036344667321,3,47.63498569155084
i,92,6.560081368280379,31,46.56597463670232
t,90,6.486668001483831,53,88.23938745804051
r,44,64.4091120113268,32,80.38825136125318
a,11,17.22467842691785,28,31.082258730082447
h,95,32.30762306099968,90,70.7385967961458
y,19,12.328075356661206,22,38.223564750773356
v,50,33.08812256248008,48,94.51593557668751
f,87,34.43285197043835,1,28.96531334174184
i,37,14.663832168288394,20,3.652036180178686
w,75,78.87304774864744,63,0.15284933200426787
k,40,42.603320306144454,49,55.17466285305528
m,69,3.4092524135042157,41,80.36599683395296
s,73,15.975180040205528,97,20.188395052139853
x,23,47.12337237163593,8,25.43217867163411
x,19,77.49422784539506,76,42.17312481273534
f,39,86.38075834869329,99,49.271185488121496
v,1,83.48167593708456,96,12.486258979594279
j,93,49.94494872882641,80,9.657921642940748
n,54,44.24973722139905,5,34.293002005447605
p,87,84.02553541413896,83,40.496628762717016
u,9,81.66420340330384,26,55.445386222050985
v,97,42.975928503106054,35,42.53215638361072
g,30,55.618823221562586,44,24.305860863558348
u,17,43.74830073242292,100,42.36824015784782
n,69,52.35012246556465,64,25.017732972610716
b,14,62.43467556769337,35,19.63747245231978
a,85,52.182943057280426,75,36.15598670546447
s,42,6.261476439308222,11,28.685882642056214
r,50,83.33858899503129,80,2.2187011009318414
p,30,62.1033477622077,52,36.108406376593535
j,35,50.44905811942143,56,58.3449129457542
a,80,17.371734933116322,24,92.47132382800068
q,83,34.3075996741658,34,94.90340429287357
w,12,76.45925522673892,21,77.45285091534896
p,98,60.56853576572805,6,53.09559410380306
e,26,18.728440263502144,43,49.92251871421568
b,25,21.521005453631957,40,52.34645128456108
j,23,66.2016085838693,71,23.53333031998708
h,1,30.887185525120444,48,26.282665220097133
g,70,22.04440279831933,39,80.5394363060715
j,77,88.39480990546332,37,93.4341314856392
f,58,27.928063784560464,4,78.32005665009699
s,9,32.093548998205094,14,2.5334228482254972
z,82,65.47636782678238,35,41.38318363781674
p,60,48.54701902917893,20,92.86767990989411
t,15,29.68108506974467,85,95.7148347000426
y,91,29.6120159559109,16,64.68999771798637
u,74,62.87471757064363,36,77.90576020760072
m,56,80.08889613796502,31,59.47367601339902
z,12,93.49792989637098,86,41.35876519349906
b,42,87.6630771291126,39,31.4484846846524
m,42,26.988470537507535,94,1.3301095422433407
y,59,34.107727194019,19,3.4715086063020095
p,49,62.72333937022698,27,20.746358703007083
a,76,38.351653828100076,4,22.009169418498644
d,26,21.71003712427192,95,5.935555458637454
k,85,12.753293249909436,61,48.32540171311657
x,47,82.01714350345432,55,88.25407654652068
q,74,30.27579055789362,46,76.77650790991665
a,96,98.89301750851705,23,61.65524637620025
y,88,83.61444481310573,94,45.04862152064247
g,78,76.46553885728208,27,95.36258527092426
v,61,64.1053362972244,57,44.66321658968062
m,32,78.92171661294157,33,79.4457961669398
x,31,61.55519921091337,14,92.59064547419634
w,22,42.077056744411,41,57.77246962065908
i,62,2.6814359485919925,27,76.68384606534569
f,60,81.90987344960628,60,69.17537416828898
g,17,67.27199468660162,92,88.77433883281337
g,15,91.32692705312999,21,10.017203422712473
c,86,12.880488928599387,7,39.05705964348609
b,38,43.19876947963027,74,88.88845714920367
v,96,45.46229546334048,46,87.00643786838631
v,26,45.984444476878984,1,26.353844971001628
k,20,88.00229040824298,30,76.3264994610642
w,57,42.97800935899592,59,13.609291892722764
e,48,9.476591023697335,71,10.054819272531413
o,53,80.43811765548038,55,32.75267352976753
v,32,0.949893302741267,96,33.525132522864396
o,5,23.6881290579271,63,47.73901244987899
j,93,47.469247169823944,6,25.660555870655312
c,89,81.25722851134182,89,37.205176667162995
p,87,39.63831633768224,74,87.8924775194023
f,99,79.57672856786675,69,82.32545580758841
h,20,0.7956390867443819,32,18.678582011811574
t,83,70.87886118108115,65,89.51071223481722
a,83,55.083662858851866,20,86.11431546793257
m,46,51.11805679795779,76,13.535545761643132
t,48,15.4595504963013,42,52.438506802418395
q,88,10.016109770695659,34,67.87987049239361
r,86,31.30139332076706,1,48.05513446227645
f,43,75.69945025930531,77,17.58890642542812
s,31,16.52062383884999,91,83.40802783270888
p,10,7.384455982781002,8,1.568201912696665
s,5,6.072872017705411,9,97.12676414164329
y,1,70.84670868593714,36,82.80089621803207
s,64,61.56878477052723,85,25.74068126879415
l,97,18.494190189201877,57,37.817980524224325
p,8,10.35916187566942,31,74.5824783473133
n,58,13.180094990616741,26,11.856254842431879
m,51,55.93446877947863,12,38.50694391383487
s,39,31.73127992171286,84,88.83644818775008
x,70,16.57289404125013,8,42.3706522473426
w,39,27.15217703181806,92,39.81154484163461
n,26,29.83834859817437,12,15.416337844076267
c,27,32.85763083493317,77,12.766504050166184
w,3,50.226442972149435,66,55.01326513276984
a,62,66.49818061406914,84,35.403820047043666
s,94,53.51802659926275,26,25.868939357500153
i,89,6.40331705407835,51,69.37531626933304
y,5,24.964371189126,44,49.75910075871067
q,23,61.25292621587013,45,77.61190700596333
q,9,91.48078411864378,21,47.98453926049186
k,74,74.21676941783292,12,18.35917930936376
z,96,90.83175519263665,34,51.15556377648803
u,36,52.69729572130463,79,79.10152156986108
h,49,31.245170625927045,4,16.981813496115983
k,43,48.628352377955366,23,66.62549019962263
c,84,26.344776306080377,47,13.814377143170265
w,89,42.07071039261141,20,96.39619638921364
f,64,8.471760407468498,86,9.08785216317013
c,22,1.4936558954902535,41,63.260014236052584
y,64,83.24351871726432,32,80.26575006196286
b,55,48.53612471270551,68,15.330827530591318
g,66,56.68888672957968,70,47.00498022959017
v,45,9.187358046182048,87,93.34187589004623
s,30,91.33004548487656,1,49.32530337875378
w,73,65.86884741593472,90,75.40808507745533
d,50,19.75004149579027,1,35.777524439753186
q,30,39.36243154781561,29,7.984974130020461
q,30,32.80680769253747,6,89.70760839281677
d,47,84.91711390515809,48,38.38250160103597
w,31,23.843147531897834,84,68.89415962647257
y,71,66.82736238025615,40,46.873087635371355
l,19,18.228322812304143,37,75.28463511379749
u,7,22.763650867387742,89,47.210443938429
t,51,11.536583317241877,1,36.166535572772354
q,78,40.96885386420931,87,12.367993993690762
o,89,45.03037323799794,74,90.2851233195139
d,53,42.02018999895167,74,13.05095822543889
i,22,66.28712903325362,90,98.59743712038272
p,92,32.35115039552815,26,26.25447170690799
q,92,60.65888762305271,92,76.64173484270133
n,1,33.99771317433028,24,44.25799748632415
d,63,77.85244334899096,20,91.27512092024321
u,86,67.42261661810073,16,48.25730457862352
r,56,82.8505496683848,30,41.21088710486791
f,98,70.98813979182013,13,37.5867219562129
u,77,24.756698373871245,55,91.04637830623695
i,48,36.383847073102295,18,3.796131591809815
f,96,76.85178095880418,95,19.33715217742378
m,72,71.11067406624953,29,90.61109050171406
k,32,32.1197483430868,82,95.84365380437869
i,68,52.864049811686684,84,59.88280060926478
r,25,84.93859632021638,83,10.543137922642764
t,90,60.239451892355966,81,86.37598428961442
j,79,43.928314800463156,50,17.914882839764346
i,93,9.804180057191736,30,41.87362084134749
x,8,72.11681299181758,14,81.92489070978674
v,4,5.2493039025988235,56,70.90931604870798
v,53,51.55481420807343,77,32.33828416134572
g,83,89.99501115159462,100,37.69381925108316
v,1,75.21029240068746,54,71.69291423614372
j,37,35.308484089687255,53,79.88106899405315
l,77,91.6840553053183,46,84.37415464630126
n,99,8.690615322946405,5,52.60610602273851
v,91,62.62219680218005,1,39.35464026195747
w,25,86.64330403798809,30,78.22836971897125
z,26,60.169380421955445,28,33.84005184576092
a,17,28.149188130765722,82,67.25578391414071
n,70,69.47952533932003,45,44.456635690532934
z,99,92.5877145237621,71,76.41016970714298
q,47,16.655045279913374,42,93.34068950626992
u,32,52.98359484786776,14,23.20535162046815
h,13,87.88731741609422,17,28.03440812525477
s,59,67.37141110521141,68,83.16373579772434
k,18,0.11656066641558827,25,49.71946072246668
j,71,94.40546429865836,1,50.32348003046514
k,42,40.65641108930139,30,75.76315672983446
u,49,31.750949148841023,99,67.2209473458582
x,73,90.15577930064413,86,36.21250202997768
l,14,38.7338383593256,15,67.34186373840055
n,87,26.217904619963406,48,60.477612833719874
v,91,30.67436835896522,32,21.28849167949821
i,48,25.034963139799714,43,84.04483803355515
d,1,13.719579060088583,94,32.72018173019525
m,26,75.77413067779159,52,28.024007636295913
n,32,68.73214605211086,7,7.0466668493150975
o,26,74.14495603029219,29,69.69910569335647
h,46,69.35323435066736,100,23.89040165992531
f,69,43.47750253618874,36,62.405579442730584
e,65,87.5864940026034,38,41.28393978499803
t,88,93.915610886338,75,90.65435998184515
h,57,9.66704612843946,66,21.625764598603382
j,55,82.4160214309931,87,92.60970062983472
d,25,94.31278611545818,53,96.44620818240838
p,61,47.5809594345306,6,87.92802219938338
h,53,12.548152871406515,70,46.89194396426449
l,41,57.27712280505352,42,96.92244770149364
n,71,25.054951629358534,22,45.58987701900672
n,20,82.22268721798044,50,85.50500423778176
e,92,89.3278522672425,30,16.7002052826975
s,95,76.08878453806817,18,87.94270845015792
n,24,45.701578900835635,54,62.427344215466576
k,85,39.700264036247034,11,10.254100275334665
h,64,78.5407309706972,69,2.346539285452287
g,56,83.08424606721093,78,34.14358160398775
n,9,97.4204907797439,77,58.23381450218825
a,75,30.230607413728915,59,20.9614355704145
n,22,69.92284015528112,91,51.63548229352284
w,19,28.055296685201004,34,10.686107825501468
h,43,29.47979727191217,85,84.24052227238921
m,6,14.215931885404087,63,4.145686921159597
b,22,15.732430675242714,91,75.78195238995262
g,13,39.81280785037128,87,14.90836842976534
y,51,77.98304692946218,73,18.948174666583583
x,96,54.826652854325644,77,81.88026638502444
o,57,67.21813949296794,88,43.11051046166207
b,98,18.677586381192846,63,88.56697797287364
b,38,69.56177943043792,31,21.056410787131096
y,48,23.162771576579132,34,96.63530600520647
u,81,61.56439399691891,31,13.270011798044957
h,82,83.71728416093947,69,97.89864084424381
m,37,47.34527923754951,56,67.54645619008124
k,18,73.29891317522772,33,3.401340964792132
b,70,50.018288319566665,26,56.64049242055442
p,0,77.8578270340968,10,8.29705073086725
o,26,55.832308250603866,36,88.93655145027923
c,15,15.249830731070702,52,20.476316343844548
r,88,61.13102085234075,17,50.650029661012105
c,86,82.57464810264881,3,54.20015263873108
z,0,90.87866128848357,61,39.005964438697106
u,20,86.42118673802702,8,33.95528542160411
y,42,87.48289249032261,99,68.65298887684376
u,1,18.47163127107422,14,62.56702731275921
h,95,60.31192371900115,22,99.43174071639521
y,68,15.675593199454429,47,87.67817053344929
g,43,20.662347247380474,37,67.49091138140592
n,85,99.46903566666325,96,19.92938797029671
e,5,94.15397419713842,48,39.79388272515545
f,80,54.94434520294556,35,38.1015737592356
b,40,84.40721998157889,72,50.33765184432141
u,94,69.89169959626133,47,29.619406257308757
z,94,34.641873248514756,21,12.080464935876057
o,23,90.30545067095869,88,93.93034084072895
q,5,58.3032461510533,90,9.757116401396736
u,93,67.39212663602613,34,93.28442822565152
e,82,38.32212782203383,22,59.0376412232822
b,75,71.51299768059825,64,62.39529301661266
z,36,36.25018087205996,13,26.115918207731504
q,89,44.79128283931616,73,4.734486655899639
z,14,5.956064552190288,9,97.07696005232485
c,87,41.870703790290406,96,94.06939342064372
n,1,30.937779986900736,20,6.417168888722847
t,49,78.29875151504251,72,71.05909480796552
s,0,42.68403061132447,88,77.84483191930785
e,52,68.50855633046918,0,57.203269839631034
l,17,29.912427135094077,72,99.95396690714571
y,12,52.93139519419283,98,7.643171543337745
k,65,52.17932109548366,43,53.85948560724341
v,94,94.64755758994457,7,73.15691062305835
v,41,63.06596950990626,67,63.32240162434214
j,48,14.609884539847396,100,51.41372602705432
u,37,24.527443843317766,50,76.99154849490426
u,1,75.98546942006323,85,5.773387337482472
c,28,93.3468415144041,60,49.02860956750121
p,35,61.88745490882135,99,45.41396983146073
y,87,89.55067705463689,47,51.54959395937201
b,84,96.41863807863105,21,64.68044461334716
m,24,5.1090810969150695,32,92.0222456753252
n,21,46.759356850022385,71,76.2333937334011
a,82,24.191916909510248,6,6.275141576396526
y,71,7.172148442001191,85,36.88640377560013
w,27,78.68994032561797,48,80.40085087859167
g,31,40.29465612484323,2,26.717831264212965
i,19,3.3464130757349997,90,78.94283266720971
n,99,96.15070509955163,95,14.093609866499246
s,26,0.0031984058513789826,84,52.64780395126372
q,87,72.80305066996041,26,89.54861189347855
c,51,16.19671690380825,18,40.07992728124895
a,88,40.96878947695235,46,2.0585526674063437
o,23,27.73745564504989,67,5.1553930962371926
f,60,47.70679120408692,95,22.693755208784015
v,99,92.90748091363913,28,32.46356346382845
c,61,50.118051972126665,60,85.43187394105091
a,4,79.21078151166407,75,63.062491256827194
g,7,30.552150508749698,66,34.40812607121811
k,93,20.387225960802844,73,3.7113816731949245
z,61,35.48799963043937,67,43.19055495579987
m,75,77.47239026632019,14,0.755467056916781
h,15,67.61443852471959,52,72.52309769385647
k,3,44.292718608050144,22,80.59212485112126
y,46,63.55818712163948,65,12.645849903938966
t,37,37.44474362364595,91,23.64096989426866
l,11,26.036463903836303,97,23.826566361186696
s,41,21.858051733472074,61,24.996898914196663
h,90,44.86638552304185,44,90.04109947908987
a,39,89.73868891417834,72,65.11785775173429
u,35,33.60475677411831,28,35.027605538963755
j,27,7.978775063675181,71,59.34674240441785
b,50,38.01066878799965,79,60.73952972208531
d,11,32.33309454361603,78,11.06649236719094
m,49,96.29108098188955,64,46.886849707375724
d,62,52.47706713370983,27,97.99510283642554
m,43,53.459142097449565,44,26.744412886053947
f,17,71.1486346830123,11,53.64073843276734
m,40,3.763531792908381,7,42.7106934743834
p,76,11.160549785673224,15,48.86387124371251
m,42,36.79138183786898,48,52.08174187788603
v,18,9.444971578346017,29,89.6808429581969
m,70,4.344734803325945,40,57.324344380385064
c,33,44.66170499599574,35,1.0775168325286022
k,3,42.55111148869011,92,65.04390659387606
a,73,81.3736628783646,2,86.70672063788493
p,13,77.30509226251608,62,16.552300240341054
j,24,69.26979623246588,84,10.660336227882738
p,100,40.32179439871818,63,28.63112914227326
h,41,50.36961858791897,28,23.647898243289312
f,13,45.426046467619244,13,73.85494887002925
c,97,35.41143230115173,98,46.45404087563525
h,20,1.4863219180294318,31,36.48957676676444
e,56,54.779474699525935,89,64.46384376367304
n,12,50.65897175042341,30,79.85654150493366
a,6,29.300290214897938,6,82.21220721553694
o,50,40.42772554418382,75,25.499291947781433
a,89,93.5224119654955,12,83.36892114240715
x,32,92.17231486666978,95,39.82256465198054
a,93,0.9121531607919953,43,1.7612503577820293
s,94,17.667536269529037,75,8.502445309427141
q,10,8.278804354107827,91,19.108564670323346
l,52,40.095687761046925,23,88.40543650165567
a,58,41.07945200439208,49,36.37198378374234
m,3,67.08983293720264,20,42.151864814489684
h,82,75.37730136510109,84,58.405267410916565
s,0,53.33669445418,76,50.00516915416202
c,75,54.788193646956486,30,31.529908568882593
u,71,52.45552303945169,19,8.014141177574896
p,66,29.547929295330622,16,37.50529959309459
s,44,50.098085037734464,95,91.17429909697286
x,61,70.31079874141687,51,12.27455146063814
a,89,22.0790205117973,75,32.47420276800739
e,15,88.99718342982892,45,36.915964302817905
l,11,12.10636824186906,63,0.5957703546951243
j,57,13.025483773676715,61,28.262352680698122
z,49,4.485180066135753,26,53.12504387349528
w,56,60.29882358849753,74,5.014004369543068
q,59,99.88652564802618,73,66.34327248386954
h,86,79.85439894909457,78,33.669249532238254
p,86,43.87468233938874,50,17.025624304456834
k,23,56.96627443099182,7,82.8810008088692
s,67,30.056491093497783,48,35.862066000802905
z,76,64.9110490206239,5,77.83786349203115
i,69,92.09324440387695,72,12.069047998907834
q,66,28.077967362295265,72,40.08416678414108
c,23,71.68358150366659,19,20.884576146313172
p,23,52.50914762987643,68,42.5880560806744
h,70,98.20274958232052,14,35.98919510629152
q,61,93.86986030045186,58,90.38884535771572
m,84,22.846671542670848,1,35.28089535758483
w,71,64.15663016148318,54,38.26114323740063
b,22,81.1892022345059,23,28.445376009674117
o,35,43.62107780710076,11,66.88221463875173
e,37,72.95786458926374,51,53.51681430885849
e,17,98.56475045901995,19,14.987840378660366
b,53,31.016630180072944,97,41.75327859420609
a,54,92.79143565617815,73,61.07062163820272
y,67,12.295329253552389,76,69.25868895726691
r,25,99.07387909126342,70,81.42055281583053
p,90,23.73121181457862,15,19.136965703781772
n,100,28.58772979472469,66,72.45937984631506
d,83,73.21467197341744,73,9.840053188010145
m,58,40.19118625595991,68,53.289523224334026
k,36,36.24648752979167,28,23.030604476252638
i,98,36.283082956263115,57,14.708112262138684
p,53,15.190062594015409,86,44.76006339516905
a,99,28.79039597563051,15,30.29258909035687
i,88,31.400897609183954,100,33.400248172255786
a,52,34.87756661793491,93,51.723206085146536
y,92,96.7339029898998,63,89.43697777226853
b,74,39.13198396793716,50,18.217611459927284
i,36,40.686674974682134,66,14.872400327328872
f,38,73.64294903686185,77,16.950883067488597
e,80,18.869941053406404,51,52.74061317921801
m,51,9.741177885706986,39,66.53956616625466
a,34,19.891463367002814,90,61.78804449126449
x,76,19.369679404029473,23,58.28684857407228
m,97,3.5618821590948313,13,32.138130629231945
c,4,1.2474823183383443,4,30.363854558364157
o,71,59.45654257945383,83,75.72169337612019
i,93,7.69286051193625,77,23.448137406870206
c,23,95.56754904720643,54,70.19955717086395
y,72,37.381006917367046,33,27.429664656081098
m,36,15.203973892661493,59,33.97017079930838
q,22,50.69235738844349,66,48.01600858607361
e,4,21.610719145711055,95,32.62419351484558
l,94,54.99652208129312,20,40.31820493870304
s,56,60.83322868968503,14,31.331727141983613
n,100,5.968019377792477,47,87.00874049084614
n,42,81.38199585534122,33,50.519027188664666
o,11,96.40135464345089,42,24.98871933216954
j,16,36.586837170187614,82,21.788721753394412
p,12,32.13280012971905,48,10.206912502361764
m,25,18.64172303533319,92,21.511630010309226
i,45,35.17455324682365,31,81.51421941026018
e,60,62.806793353597826,45,88.24336055835697
j,97,43.12815682581195,34,16.397582776789676
p,72,85.42273941404696,44,18.605899584972697
c,87,80.35260632198734,27,96.272587795259
g,36,95.09187680951412,60,42.4180986928737
f,94,65.98637501181288,100,2.442040257709077
y,17,43.68441691776045,77,12.052294912750948
t,18,63.45949100834184,45,9.674308434346713
k,99,11.833782053814678,8,53.45182659359963
l,91,47.45778738953411,41,39.5977506809025
w,98,68.18946406826237,100,54.482920941537785
e,34,91.26240059470857,57,36.194656092192915
x,21,14.665240485241448,93,4.679414935786042
y,10,3.2295606065831373,37,99.12112121645511
f,55,42.73669948166305,99,27.121703186507993
i,66,35.78799790512779,31,87.34640090191323
k,64,56.4209483970185,57,66.3955771407624
t,26,12.581072689038686,94,86.76382789077677
m,77,26.039456264640716,12,27.03609510176137
h,45,13.68027321413442,48,57.17563714577274
s,59,61.36586623268454,18,52.07969409248562
o,52,99.85257222328993,81,22.942738302813193
j,39,30.289491196436803,77,80.75777123661047
i,83,21.257030990658688,51,65.02089205348167
p,69,8.944800812746735,79,74.0292881513218
h,87,86.3090500088557,72,14.03202394304126
j,26,22.508278855154618,31,50.088085195793916
n,61,71.67527636887174,96,14.235655136121505
b,14,48.818650495867,67,55.089442945697975
f,1,77.96561200615636,15,88.93836987829192
d,30,4.2798069374345165,99,12.355200103461128
c,67,97.8125700384667,6,68.34438885148583
u,1,83.5986893344064,94,64.9425418316558
w,33,42.79649992596279,58,64.1809198180881
g,23,20.374264629102367,86,81.88257299597448
o,94,49.55469496373607,59,22.5929179038884
w,31,40.394521433875305,80,35.409322054216794
p,64,91.58538639883719,74,52.69520082542084
p,57,91.21698251936175,91,18.074898768470682
q,90,16.248610269907704,78,44.495452146839554
x,35,1.1823642975212545,44,71.80587096894408
j,72,9.691234161452522,53,18.12833612949184
q,92,43.14106199644605,37,31.094705265772205
z,56,74.96979471615109,68,72.64997681975446
r,56,20.06430988429131,68,36.40351755687805
n,15,79.50576940421882,90,67.202665596966
i,24,63.38371910957286,94,7.852153383036898
l,26,45.8290913606338,41,80.10817807809633
o,89,51.030835577992505,75,13.211555579071266
f,88,13.482621290500118,84,35.446493635405496
g,87,79.58870709761582,49,35.21930494405926
o,60,20.85707639169042,38,75.36733905459384
y,35,84.49416686375234,62,3.6261316731139748
s,87,5.422767519611071,27,0.47907118319171493
u,52,6.883100757090055,42,54.06664855836956
e,65,4.522550817472315,89,6.276838224866477
q,67,60.89484059958509,76,22.331583627058027
b,32,73.02335690486136,76,35.320339155711075
e,43,17.19913545771642,12,16.05249865225169
j,59,99.11786558534283,30,17.49072836883968
j,70,75.93290990667246,8,58.19883477783957
l,72,10.237675594668572,51,45.04216644560076
x,23,52.19970010423363,87,47.42697542929619
e,26,29.40166962923607,70,2.5107338979970195
v,58,50.65994235877118,51,24.56301791833284
x,68,45.19199670844759,80,86.14089291119103
y,52,37.65491269437273,41,53.84911452711858
q,91,47.49464850629296,19,97.93330763201058
r,12,11.4456406621683,51,5.645096887201861
o,96,69.08298355571263,52,12.500823102113367
j,72,91.96470439841346,51,6.2143220065781986
o,9,87.83712075393262,79,7.892839640495275
i,13,32.38547636808783,45,66.16211133746273
u,30,85.8267156890548,12,66.01188977475583
a,1,30.0471701956477,75,37.243275424286914
k,66,41.7257710380471,38,75.25378638730291
c,47,55.613266898371016,88,32.799984462647366
e,82,52.70971563334375,71,53.5187345142646
u,33,87.81570301115634,12,1.5376027038300322
o,13,34.825797906080766,83,27.34947374147071
m,42,95.65475227246397,64,43.47250940390263
x,65,96.84669990910822,55,15.881547668074381
p,23,38.45816705011049,1,8.56535598161522
i,84,10.092211752136816,13,52.18470748808526
t,49,78.94216651495249,67,50.37854940222307
f,7,27.025366530448668,83,70.10602499400126
b,9,35.86824792819419,10,50.72012899023805
x,81,1.736483724327298,58,77.0250775848814
o,50,28.191520925448955,70,96.44427752790236
u,15,16.86871146350185,9,81.95870712847407
f,8,27.148779246237066,34,35.69489632011683
w,55,36.29771971130413,80,53.3087728419773
k,7,4.913131892170808,5,39.50907726400084
j,29,24.00050027004228,21,36.92514190064703
h,47,88.31938306022946,23,46.244159073231216
a,48,59.33403369954733,13,66.81842179695909
w,40,73.89904098100178,16,74.57744031238701
f,25,60.33510209622903,16,79.16555548099659
v,45,84.07187973198377,27,32.92765057443311
v,76,28.962303176283356,55,45.04941414749266
q,33,86.01363927649786,48,79.649281406706
s,74,70.78091395198827,82,49.183734449340044
c,4,92.99735438166523,50,73.68751651411152
q,22,21.669642819015543,87,6.7074346045802535
n,4,34.905132095918944,27,60.81009144913284
u,10,63.497730276959366,12,66.89018714578224
y,42,40.09746280331602,25,18.9800954515285
f,57,56.045752324419965,17,55.479182893937505
c,6,3.1779346016807652,99,32.26274920234792
x,92,5.471576694786373,48,46.81542479878446
c,57,86.14399894904784,67,63.03850947509188
w,87,33.85958784034078,88,67.58305683679627
f,20,74.19308358950374,88,30.33325511537337
g,15,3.4719737574624987,14,41.390904552840745
l,22,67.84676230814588,56,71.00197390670276
p,65,20.778883809066052,27,5.103008443840718
q,88,28.84940722625371,45,23.8476673992444
h,25,85.02725183380538,55,90.14027826032822
b,28,66.22301745736053,54,66.34211730556484
w,8,73.20580795879297,8,77.45831897979086
u,73,52.97568397278552,49,31.411780461982165
d,51,10.37731545739934,28,60.22398942256976
z,75,63.16944391557877,1,42.452283967655
f,65,59.435789652014535,71,15.294689503282443
d,88,85.15834883814696,76,32.73977717373967
y,20,15.515733684014743,40,17.704040127222264
z,12,46.59034118448763,35,41.78107533734501
h,29,65.09307090716274,79,45.42901827856497
s,3,25.081569802282566,76,45.835852914659
v,1,15.674335301519049,45,11.35963720415889
e,32,89.37562476099016,46,29.850440911006793
x,63,66.818012959299,99,56.40187085666116
h,20,88.25617782737677,53,67.97367081869967
u,22,15.755604614605822,48,94.43743085647628
r,61,15.575866230786772,78,51.69574475780884
y,52,95.00853282523386,29,67.55059068522573
q,49,95.84099709571477,73,16.36267435415362
