J,Z,H,W,X
z,96,53.77556391726085,5,17.668536587303162
f,77,16.432695409232178,0,53.84975905606727
r,77,35.105669712721124,77,73.63489442534399
o,37,29.66263843837459,92,42.34997258287577
t,69,26.54489019244446,88,50.63075903668655
g,52,84.4626606684724,56,86.64953973169838
m,37,35.630074115001584,80,14.77465434645292
b,81,93.59188592391376,71,5.749776256899142
f,53,97.8080636015408,92,95.1416759017412
i,13,3.6302804851299775,74,37.06767796243257
l,67,73.08659522982298,78,42.653416322660455
l,60,21.298524016464892,28,36.38435336693896
a,63,14.046679343347678,0,12.358584315507205
f,78,79.09720635158318,22,67.23441199983557
a,2,57.67870013989507,63,89.17428778310918
z,36,37.765809654031415,38,50.367719351338536
b,58,40.61090576053993,75,71.02717480059206
w,93,75.22480165869338,94,57.21204121736866
r,23,29.739848290436388,63,26.333751992543508
f,89,62.968228481326236,42,72.18114977928826
d,95,20.108076852652278,44,38.537533008043866
y,62,17.805273565537803,40,76.34796910862177
u,15,97.91896211094561,80,81.62003634789838
x,59,1.7510049306021735,61,31.757183270095556
e,97,63.00443053096,59,58.35931232853194
e,58,33.40514863783206,91,38.681767152140736
b,94,34.23198593525727,95,26.01973685418554
w,74,90.07720863978676,20,18.602759955341053
d,15,96.90484481384588,37,13.033678642334545
j,87,70.53120871389501,80,40.639936059814275
q,28,76.32935617487307,13,97.94394764903907
v,33,80.30634398705408,33,24.700581741373938
u,96,17.03044582994937,21,56.59874078743737
k,53,72.8462623931774,52,20.832561971291717
x,20,91.35356882354371,67,3.7403955802817968
d,27,7.877255536957528,98,85.57044104894571
t,47,9.704514876878767,27,25.744976477057158
l,41,10.941379283262421,57,16.246301265445815
i,66,57.43279757370661,75,34.79995718046721
a,48,8.72064726552464,2,99.33712393180262
k,11,25.040705170238454,74,84.48876014032662
t,3,58.13058924886576,19,35.68809577217698
y,46,52.97801285945564,42,63.070926605358224
o,97,40.87479946914051,2,77.72370714655194
e,97,44.45374222768207,33,26.10485127932266
b,46,20.442431489860336,9,79.2237877140023
j,72,40.098570111703715,55,21.837292501661633
g,30,60.692147918219,60,87.33805129728759
v,61,57.615097004958514,45,60.486840734664845
u,5,85.30082305770344,83,46.35213681567494
a,56,16.24981092665182,25,9.575840034568762
s,42,0.23273466595694625,96,98.63164556910424
t,4,46.93657818708069,12,83.98533839337559
i,35,35.90702592244159,95,30.215515636038425
y,22,25.23873995610948,15,39.96326494843021
g,8,78.96149758662851,27,16.64349912244778
q,54,47.64428258670473,71,46.61075872166036
t,81,24.37921035124553,9,85.39421178878797
g,86,70.06198657656296,66,76.52735304596341
j,71,95.78258625096866,47,94.4781199281139
v,37,53.85576191170244,32,31.718241092222122
d,30,57.76472903615942,8,67.2490578962842
t,31,78.91562193868393,49,75.37779968326033
w,75,27.608878675487247,88,1.2153595498219705
e,94,82.40212290072128,65,48.385895048353674
u,13,85.70989597353434,35,11.384281939995478
u,25,79.27482535396926,15,46.79333607602025
e,57,37.663595682932495,56,49.00090760811566
p,23,6.355420095790043,67,57.77995965456386
o,83,81.90599801507462,96,5.258944456070536
s,82,38.16030750705046,1,31.147166940149095
e,64,44.74468199061879,91,35.563856242690306
m,0,41.912683119900606,63,66.04991626936369
e,45,44.93721908843328,100,4.577232283316313
j,31,50.46714832772341,22,79.70647758571245
t,2,0.24382086967141836,79,54.037345652796716
j,43,32.31865624687727,31,34.104266796512064
s,89,43.45837981731299,30,27.895412893764437
l,54,74.31506727142467,1,96.66749911744328
y,12,47.428663605057174,12,57.04036321273775
v,15,48.80235467934344,14,0.02101367485636274
d,93,72.2801654193783,60,90.64034664358938
j,99,44.73723811027293,84,93.37033487976841
r,60,16.336861961406314,93,19.576631448281013
g,49,97.44020376693531,9,95.86872851469657
m,13,0.6290231078310948,66,95.89308199984686
l,79,49.56019980910429,59,36.22088833287543
d,95,56.05558360951488,25,67.67839459302179
f,23,69.37537484429976,92,20.12484264344089
q,18,50.308696958540054,44,88.91730973994572
d,87,30.893271632250496,18,95.38108919570118
e,45,93.94062517951389,4,67.3344405780386
c,31,73.7886644134251,34,41.36167040153349
n,38,97.6265116326188,88,69.30630873915953
n,1,83.40562574940799,62,53.977665259155
b,35,11.877251369038422,99,47.3727240992131
z,96,60.43270438169826,75,68.60615058925276
g,80,91.00521108048308,60,52.69208682913398
x,37,0.3052163176643474,92,96.7662889188302
s,94,21.724115084019157,87,35.620552414227
a,30,8.174216367152576,95,43.79271540036203
z,95,55.89713727625277,99,25.14120032890409
g,80,56.00651588692256,62,34.659111696178826
c,63,79.59295817676588,97,13.259621727726657
d,60,81.9010903682321,46,68.72812258532241
n,2,15.337046318817404,41,87.17235163507183
s,84,7.44588473798915,13,66.2715033184943
n,48,71.38774946881162,23,90.28096428287941
k,9,98.5147746803401,23,60.53789712334468
g,95,10.446336526315713,59,58.13140531506048
k,74,13.89103808285659,71,57.8516813132866
l,15,50.19331452770195,58,53.43558499149401
m,78,57.07079810525706,19,79.2207170654083
q,86,67.46315526345151,66,6.684222317056321
n,98,73.49018965949713,8,88.4827880921499
r,98,22.658930744527694,12,28.17850493242893
o,63,20.47049851093221,19,87.85525430636825
d,58,59.207486809387035,84,52.01973480825167
h,97,3.176215883517519,87,67.04204807799276
r,39,69.70159903801645,43,31.864873425559303
q,66,50.428784677819316,94,32.5425806281139
h,69,38.68235761114258,81,14.21981811268086
v,17,22.236177331467232,28,22.77452197572356
i,93,50.55808867236554,78,65.14160364845101
m,66,15.25039746892347,90,28.874966444223237
y,66,53.373394208717926,50,48.35762787718762
x,7,33.53797563702938,30,72.3400083887802
z,93,61.45855042025627,33,25.80288174156197
o,64,88.4282362880711,49,45.13227258886228
d,77,70.49707656569757,52,36.51468658021299
i,92,50.29820184245442,85,73.34440028040511
k,49,73.11514066208461,52,77.09494313049346
n,7,8.028719054164723,27,72.93778628678194
m,39,68.30248530655938,69,43.53032521999742
f,58,0.18025088782894771,82,91.0030410886143
l,88,55.91505013168039,92,47.38329521438944
s,26,46.04388799849409,31,69.20817833448064
f,100,24.25402106606487,70,9.232655101621944
i,82,17.561820933215287,25,85.27448270265869
w,89,40.43626846963977,60,85.35158631126349
v,96,78.90764707304433,68,64.31224499838338
q,25,3.6857390632177633,39,38.720181118627785
v,67,29.46247188580504,32,48.33922261409916
l,37,35.198020254177884,31,77.55205253778408
p,22,5.1529404465718525,23,48.50180590734171
k,37,65.04896745823486,44,48.20599338195417
v,28,87.39615923291886,40,40.247983232317964
n,63,77.21893550046991,57,68.83560638946739
o,38,78.37024741222798,86,91.15320462136648
a,0,13.746474125392016,57,2.0983318367121973
x,56,89.94562978931219,56,40.6357516505064
o,25,52.41758179368588,79,97.38767654918699
x,72,80.62444517311083,66,46.75404889184996
t,42,60.74896218898531,53,82.46662693740686
o,76,49.530920288315336,75,73.09073002738555
m,56,52.119261705149874,46,4.605506032606865
k,33,31.76967861059381,62,6.580268392182753
s,59,8.0075572604415,12,33.68744450466272
u,18,9.796855258282534,59,23.284184752414305
m,57,85.30618033372487,8,91.83845290164787
c,16,16.871316029160454,37,18.443271946404383
a,47,44.56790174878918,63,68.6648213158319
f,36,60.55262152416666,17,15.854982214722757
k,17,76.09894770766122,65,32.90411003739385
i,28,82.76109600178171,60,56.492613842028426
t,10,97.1701423031364,24,42.1401059907082
j,42,53.812545697332794,55,74.52167717715608
j,42,95.06519720450751,10,24.151704889604332
z,21,77.24866005995393,59,12.073159155655134
f,26,14.693473944374746,60,91.97109666057354
t,57,76.34653069381285,63,44.11506036078473
o,71,81.30877487721281,58,15.024403025427734
v,20,80.4547077988362,55,37.16176362755896
b,26,34.80108031444607,52,20.47599914255397
v,22,0.5638005068816287,54,61.49010365078392
r,25,74.78348161559886,8,55.9366800546278
n,76,73.56859608946817,1,68.88484283965708
d,81,11.254847331474615,83,24.763056699149665
n,4,11.22098518403688,30,51.5953442519574
r,42,76.09832820007644,71,84.10496902721634
c,88,16.19303440013565,27,55.89230828659459
h,35,18.522397584667193,67,63.21868056054372
c,56,82.44896666020006,5,60.14803681663145
j,11,82.22547929490237,71,53.99623819455519
c,65,19.132617000842146,11,5.781091048727138
w,36,87.83565988526351,13,32.77909141003591
m,7,98.00909736589799,41,64.1193031945854
v,86,72.81612810134918,26,32.921792399927895
e,64,5.087231471449883,17,12.872704879451769
j,70,60.42792279573642,28,19.9764059090879
r,33,12.782528394901039,27,1.7915407743681944
e,59,61.72108437618178,58,73.09035971486853
m,55,32.94535804649197,33,32.530209803062306
c,40,31.626365297513992,41,10.794049231122592
j,48,63.49328536118851,99,82.50624946521067
l,22,22.201074110221807,74,37.25935179689818
s,11,93.19241659953396,74,47.47291122006673
j,7,73.37095990382335,17,42.76958476465029
a,28,54.046874168415684,84,83.41689702366935
m,85,41.59681834243879,80,89.96710695019635
p,13,51.12898793088954,8,71.45866525359256
a,52,85.90092550775611,20,73.17405265745268
w,19,18.353353752783764,30,80.13278345653477
m,89,55.904037963523564,86,87.61663336011773
y,75,47.14258620992343,10,79.53089232917885
c,3,34.09020639943606,74,21.221432838446297
z,71,54.257006815674494,74,35.8537330855688
x,25,32.2134947932974,48,27.543495057130617
m,9,7.748500254651924,1,18.17935748247088
h,22,21.294772654304982,29,0.020882591466753198
x,7,49.78918665624889,37,31.551403997592598
t,5,65.80164715197296,7,43.504298571424194
s,32,66.18667418025507,45,57.766558233976575
s,83,12.790941696850943,14,20.54524993370056
d,45,72.78791528519972,9,25.210326889281543
z,43,39.21921535093686,88,99.82309153035199
p,84,88.2789613448683,27,73.49594852325886
e,91,42.88196508421499,81,92.90288898408589
x,81,39.40085103596744,76,47.38829068335898
g,19,85.9506297086017,24,96.80649483883597
b,66,65.96055267354409,28,13.603295087431222
h,32,49.76849092680952,85,46.764325199982196
p,35,19.867692737375396,44,21.905507354365096
c,34,66.00343869669436,58,44.185244639959286
e,74,83.68805427626998,51,30.41240564824841
b,88,54.80778251590211,79,99.6561593256777
w,32,41.465255117357515,78,91.82186179605988
g,27,65.85826164158904,32,55.13190362837164
k,11,13.17211822957246,21,54.107404186370346
g,2,90.00008095973527,94,89.36524003174179
h,50,70.09149294096761,44,32.67073225359771
t,19,31.655950384070486,44,46.87675135136191
x,18,69.30003525742096,53,37.105608429896655
d,45,62.24339618837777,10,37.247006040658114
z,46,86.82392507535444,8,3.2650495560702875
z,41,76.45683142519412,49,51.92573814957596
b,7,44.38663966036558,33,39.66262167827279
s,16,48.69066186825064,100,45.35479556157197
s,2,95.05049718424915,53,81.51825973216194
f,61,75.09321493052065,69,31.826607787046445
c,12,58.047539305660734,16,12.98731137636695
m,95,81.57686436223284,94,69.94599508443036
x,96,18.851576847169106,74,14.88206092298353
b,62,50.87346817749516,52,33.384146217873756
w,9,22.86610357809682,81,81.27545171902247
h,20,26.927634426047852,7,28.423487917087442
w,89,70.08126190014072,43,48.85466241425949
z,41,85.63317024859126,94,13.833918923888
e,6,63.958077634252795,21,74.52706521480548
c,12,22.438304858829138,100,21.72636504728892
w,100,89.25330670508157,50,59.426618023842856
k,6,20.30493878184163,17,21.002490139395434
q,13,43.68942525579646,88,64.65316365867034
l,47,37.759177422959134,12,1.619925159682578
f,92,80.63160076392889,49,28.59645595524397
m,74,73.47682792672042,56,94.36281351158912
n,62,19.911797511543238,46,33.80132166851776
o,80,61.029320318398426,92,53.64674514126223
d,15,58.851355970660634,70,18.588937383233418
k,44,32.99152122118786,36,96.90599745904535
b,66,10.494281817273965,4,30.541241132257202
r,87,16.41021006908413,8,6.926608077692187
b,91,23.428083437056458,34,28.069988099673548
l,79,2.500344692651235,69,77.42429890959309
m,96,66.17371913573986,45,29.422754308809395
c,78,37.47225949615775,34,21.990930289551525
e,90,78.40241502144589,54,15.223399406617188
x,64,98.53808118064305,84,69.0078546316302
p,6,2.942694457404915,57,97.5509947938504
w,6,14.615503927042317,61,47.49508654079685
z,49,28.184198608019162,13,45.17123063874393
g,25,24.98705244971784,39,27.890632538935723
b,17,8.16890023676221,70,95.95541794573246
b,2,23.21342680806895,18,22.350641117729232
f,81,8.868155834243597,94,46.45491874520711
d,98,86.30269765630915,46,54.598126499934416
j,60,94.1466809943946,88,65.22409801793196
p,6,83.24317907348725,17,9.905337630806809
a,91,18.753534565587838,23,38.594760472927994
r,71,40.38843802755837,64,9.293922494249262
b,63,72.33256091896313,44,15.700893736167476
g,83,96.27670060850157,5,60.231569003836164
k,40,64.01128127888431,6,28.159890622777272
e,77,36.58652199092579,53,38.413032554084126
i,24,5.237524407385319,11,93.74744622019455
i,78,64.11978799073488,100,2.1558233692921203
x,97,95.84692300694459,18,52.68300309275307
t,5,27.522786718654725,17,84.20784458526171
p,2,57.29239125307741,66,75.68063692258158
l,38,45.603283193240294,76,36.77675582277347
m,95,12.120691681580297,78,91.47811310314829
z,45,45.1680081232357,98,63.770762819592754
f,57,80.12542010085055,29,79.24309965938038
c,43,21.297391448520774,59,89.89969768526674
f,30,66.18995516734714,81,27.549366848475533
h,72,19.758579825923718,60,96.91349380310658
e,13,92.74263614800292,34,94.61278268990426
v,94,10.195812867971432,66,96.83759469759231
e,41,9.910198632654577,99,68.15086696653478
q,2,22.664682555183425,43,7.609983666007347
r,83,73.49201723558193,8,55.65181849795173
g,52,22.951631483263636,22,24.741370689301966
v,65,14.552745108417719,7,60.27499647203376
t,12,42.85255594912161,70,79.97888411762418
o,62,30.594337937443793,38,53.30769992961818
t,80,42.0688864075888,65,94.41491072918741
l,23,4.390263108661352,39,56.663226708141366
g,57,4.039222037051083,19,20.72011110319416
k,87,62.835858178860846,26,78.57242847891159
s,37,41.75408720807368,89,86.79968876422083
r,78,88.02948467258156,13,59.462227444134555
s,14,37.519080870079776,51,88.78433852709757
b,50,43.51852318830707,84,58.73600812971658
g,86,82.04054909179378,61,82.1252758900732
o,8,38.853959961564314,91,37.66953366385501
d,15,55.663397292016505,61,13.730064304174494
p,99,4.421104101268036,47,12.203733319061993
n,29,0.8023928503190891,26,70.97458063547897
p,9,26.38434048700251,41,93.93615971839361
t,87,23.75368688352213,9,6.439608606638892
t,5,37.636143019245885,46,51.21650233803554
f,25,48.56702301896713,80,60.352236962204444
j,32,0.11956067221122746,85,28.574298799934716
b,17,2.3237125331269426,56,32.0306319825399
z,86,74.84731706621699,57,7.192600844070185
j,49,34.3805050244964,58,25.50311958105865
d,81,38.262927190599946,1,45.84909552761749
n,38,62.04550682237083,13,51.26823722406275
b,31,12.490150254799415,20,42.11486599696208
i,41,14.132197111871536,47,93.86037708770777
d,79,22.546858201644504,87,65.61654953813854
z,63,60.11543411763229,98,42.94070198900894
c,44,59.80314484582251,64,30.971890187878447
p,27,7.30473786719582,31,31.255565061516243
n,26,66.10606076957119,22,33.34584292770772
v,17,97.71568935208501,61,96.62414550562389
l,97,65.11911020584785,19,25.960444510804336
l,47,22.35615639651377,31,30.200435733750396
e,76,18.13880007993146,63,24.096803556412393
o,52,46.08813185850059,78,26.404941914985137
t,99,98.74934179887426,75,76.89293220466982
a,24,89.04056617325912,38,47.8738478660782
x,17,41.79307373826392,77,74.19989868922073
i,43,34.993042245689246,69,85.87887916045914
r,5,6.035912382687658,87,65.90799844058918
x,40,24.50409463885743,6,0.7257871682940231
g,28,2.149735770242023,22,27.740769251107956
d,34,84.12564054252397,33,32.6807615301291
t,50,21.252812443021043,58,96.73122768972866
i,82,67.8859010631829,79,3.485879379959156
d,32,88.60185496233714,36,99.48499536080045
g,34,84.31642232430457,77,16.429547750679152
p,40,91.78741922076347,17,40.36218128840153
z,2,96.6761316093504,82,67.60548337059319
m,24,96.76052371909351,61,67.81399165815061
c,28,0.3448535279119258,91,94.728448539611
e,46,86.67426547085088,85,21.803026620020628
l,97,27.701322674526697,63,22.709568301358686
j,57,19.408866482412336,7,66.66410437956905
o,88,20.985962788064494,17,92.16981752867316
w,6,88.29373659795507,57,95.56483226153308
q,1,28.082025032648495,83,11.305478622003374
h,52,84.26550110720541,13,55.220144341471965
l,97,56.99953925276564,61,7.243309212414195
c,85,7.791138170586976,97,85.3787762512509
q,34,40.06734306089634,34,23.362711333291163
l,21,87.91721984854783,14,11.649313281861529
p,66,64.58696345859664,62,25.202524616891285
y,41,60.0478343801078,95,91.29234827852764
d,70,11.028558503370133,78,93.01964976151638
z,48,8.402798624854501,26,69.57484117078023
p,91,92.20131438016752,43,2.5578671596845015
s,73,13.734445995462451,84,37.77085137659212
a,60,82.73465405654694,60,15.693112913260832
m,22,9.014895059275673,71,57.82710689316841
m,84,55.92801872306,92,8.580691778063908
z,83,48.43167085425944,11,55.007592817004294
x,28,73.91599262052296,55,27.397571322624835
b,79,14.75274424739248,16,88.57641641169876
l,81,30.09811395682861,41,27.36117116605834
d,89,97.29185092749015,90,18.225890235027286
n,55,68.11573789336177,97,53.20917679154571
z,32,40.116510505753055,79,19.05135059617531
a,37,3.5000527959344163,86,36.552848326137244
l,66,23.11491209421046,63,75.07753895047613
w,68,50.52903149856214,13,83.89441038551314
k,18,59.060484673644694,46,61.002541225088436
q,10,78.60345106423105,78,25.711684284558235
i,64,79.69445521874215,1,6.587183250443063
k,2,77.34694804729646,48,39.962906144866174
e,78,99.27839922113834,54,81.91681509434686
v,82,86.93351723558172,54,98.74902615706253
t,85,5.815007268626138,3,21.785208910864696
y,9,15.212187618625295,53,71.82388913186047
h,33,30.795406741419285,16,92.23826314906172
x,51,58.266232817961736,35,24.76568706311616
r,60,45.41648001009303,69,31.96264228656045
v,62,84.1723322670171,22,94.95335217052344
n,38,75.13648381852067,16,19.056156516875788
h,90,43.35564826290427,93,87.84465233473429
g,42,57.00970670974915,8,62.579805746228224
z,88,62.001875467407515,12,14.745520193357308
x,98,59.595264412670765,53,88.25223932942514
c,55,10.717718575848977,96,47.43549203552545
d,28,53.64904077412594,13,66.44426025195361
x,20,56.64060889308583,46,20.014316074456538
z,67,82.96892302084599,18,97.59680367224749
a,80,50.02682947806196,5,75.16586337010592
f,26,25.35677930913809,73,81.64592400019535
b,91,98.04695957425722,63,94.20745037830476
c,6,34.921404086808515,66,2.6186194169582677
q,92,10.3635322426903,34,43.50420438996334
q,92,45.23788652359024,14,90.11163515656196
h,85,67.32198697592588,100,19.777527085878233
a,75,90.6811265679521,29,88.47947866708687
o,91,38.668275525350204,39,9.591413136299497
e,27,27.735389896906916,41,49.82698022401563
q,95,18.681171474778303,63,6.215551607823178
a,62,54.05203380686058,3,79.16215292553976
j,57,64.46576707142687,36,62.522062217555664
i,64,78.34303085163226,77,65.48349070336074
u,72,65.27787095431275,48,22.29428599978246
n,63,23.767613100295303,61,73.76738229569973
c,87,40.932864273914504,14,25.892203222977116
k,80,75.35639986298082,75,72.47625388266978
e,1,9.831531784026371,56,23.123814394053845
r,99,77.47960496106928,99,33.5356820129802
m,3,68.80986347580411,96,41.153748872049235
l,91,54.145886403094345,40,49.91645942361639
w,89,49.335452043603645,92,66.5893228494681
q,1,78.96961479719093,46,10.819812383449158
i,17,31.05333067476118,14,47.78019222310203
b,28,14.508402293631505,6,55.958556578272365
o,60,83.52581190781396,32,18.59981308034734
f,33,35.06931080484343,39,9.440324849713921
w,62,72.04019158058198,97,57.98253543347948
t,6,71.47775999470745,13,1.5671405168662167
v,92,46.83386669741623,72,62.21575697459745
a,87,1.4931509341057136,15,30.32329343771395
z,76,82.10057784977991,8,47.08940567217187
s,31,42.225408714196355,12,76.62747465232448
g,87,64.85359576989057,18,65.86403025339858
j,56,89.81270965103236,12,88.49380636521647
v,53,15.920847538757899,94,9.279582804077801
f,47,88.22600611171364,17,80.59088928420707
h,77,8.76435767046756,74,5.6134236786609115
m,69,38.13706838885776,16,37.271816795001115
l,73,42.76656882598475,94,26.038465792753605
k,75,26.826128733410613,6,60.18123149996957
q,17,59.853044793204965,67,27.693003077899515
w,13,58.62395483964175,32,8.003687998025466
v,46,10.60144561011398,71,72.33112600852823
b,52,17.067969985545652,95,83.20964449344257
a,13,72.3124144235681,60,70.41722855586383
k,71,57.550596194400406,47,4.660750947483416
w,28,88.8115768617358,74,60.51751319322568
f,63,41.064913615705024,10,45.72439893966349
l,11,37.944635536883496,37,8.316567927400042
r,2,2.2875282059016455,90,20.65224376244442
a,76,22.30392850655869,44,13.918055054975099
u,63,16.159705064313144,28,17.695016724712296
v,60,69.02717513887485,99,67.01928856777243
u,49,25.416785508134055,57,36.631387799176096
r,5,21.289994543483026,97,62.51927308680734
g,27,1.1487300675144474,46,35.352938123371146
c,67,94.84133962472433,76,26.22847203820051
f,90,77.79090247223152,60,60.294703762169334
f,10,77.45897887858295,8,88.34907332671517
l,69,11.144644504365598,58,40.082505267804656
r,28,34.352954095130926,59,32.17171199783409
x,82,57.350007029172346,95,43.4224864838348
x,19,93.84338366034477,12,48.24095451776821
p,0,40.592410225371864,1,45.53989955625076
e,21,73.6253267101901,34,8.704401696635456
j,80,10.857451623842241,53,91.89186765873104
z,39,98.9261300152674,71,28.516049269602505
j,94,95.81804825850662,95,77.34597958001916
d,57,68.45868351089393,50,19.77710212037078
e,1,83.26313826165172,59,94.32707535234567
e,12,26.891868965709286,92,40.142957327940344
i,27,49.8019181023778,64,18.13058609299576
d,46,41.67842577162335,7,12.538860484786895
u,85,96.58613011355162,53,44.45493276961249
h,43,26.527569304371834,46,14.463549719192725
v,41,46.21237715379208,31,81.61184446540966
z,89,53.94009929825483,33,7.246625815688379
w,61,56.434842569897,14,9.965924432038397
l,97,17.386673500871197,27,81.42203479888795
p,85,72.00389272820259,45,63.35231008422721
f,91,71.68443890426701,29,95.35109322370198
e,13,46.88265505803102,80,98.80223714670763
k,32,57.599646912096325,25,36.85221842866058
n,26,66.75347769527333,77,73.83929596429543
v,27,76.15386250236604,84,76.71153569058956
k,1,50.464773275861106,66,54.37591186313201
m,96,16.732281565298337,99,38.183182998373155
w,45,38.44258256485485,23,62.07735071990395
f,92,96.52769410044606,87,41.72784878923137
c,98,17.658275185122363,50,75.66060336437734
f,58,62.81859435400165,52,44.705740350272315
z,63,92.63019765485788,9,89.58540909474446
n,16,2.004776590820534,26,42.9926128669151
z,54,2.451577602266075,49,42.499079084446336
z,4,40.405069312950395,65,32.644567666950294
e,18,89.71452871635648,73,75.7776820838999
w,49,98.47392081846581,84,16.241603746563506
v,84,23.860657110759686,81,10.280916476795788
z,78,97.38478770609358,34,65.52857871889078
o,1,30.231459381196267,4,4.187727181502321
m,75,28.274449602373274,64,73.28476704462364
u,94,90.55441264021871,36,15.891244765485945
l,38,10.538390511673413,96,2.9580157106543603
e,40,67.71675776348735,38,40.35307100601312
i,58,85.69145087006297,63,97.07908900323523
o,30,1.4507133518429915,12,78.03332886147342
z,76,52.276666706931486,8,96.05030504267782
r,61,82.33587061599451,49,65.37605528750746
r,19,60.9154733400485,76,94.65224510634711
w,80,67.73091873653382,45,7.678877654130556
f,83,16.651574648070135,3,95.9430651581119
h,64,0.1952583967112953,31,69.29809126621726
s,62,90.43252620570189,14,54.36960147852318
a,32,61.88519082256826,95,26.95650745761745
q,3,66.69240574155725,46,75.79131107845751
a,51,32.62031136623015,77,3.8706275914973776
p,56,34.76032549393112,93,22.98508035251057
v,25,81.04814389796866,43,88.94968828995017
h,76,91.20809948471404,0,95.84766245706597
f,99,99.47531931346126,36,99.12667373357965
c,49,80.31019603749697,7,57.868540812963275
d,44,94.57637133609667,44,8.835255179299606
d,44,92.14419131932449,87,19.67370363418214
r,96,8.82706156457489,75,45.51597257250909
g,25,31.54822483426716,26,51.697374370822516
w,22,24.79719715286902,11,11.019622321899503
c,43,40.27168152618297,72,5.0556852909585
x,56,50.5008432401038,88,55.283449175053676
g,30,39.29849885425036,42,14.889237117801201
e,43,62.68743317406348,85,20.4053198388767
z,70,6.816038880757535,43,65.52511944703994
y,1,1.0029218742879764,64,10.632627737298217
w,21,32.54053310494262,59,72.41065059519552
f,6,18.956348523912826,43,40.27717587904539
z,92,40.32955309221998,11,20.48898307194219
q,9,51.99341977837393,88,96.54478763679796
v,31,99.43331022392795,100,21.522486946539352
i,91,64.5125410309724,75,55.458070543590566
b,18,26.91779210341125,52,81.61174686407288
v,96,50.26401039307361,54,7.3798789317486735
u,40,87.62796784295955,51,42.392698192793446
h,24,85.54092167589758,71,83.23391507204525
x,57,52.616808882378805,18,47.526937324889985
i,34,68.73794295422961,61,53.04579652850777
g,63,88.31053916376051,79,83.46520993646055
b,49,46.27146439277173,79,92.3547322451269
x,37,44.33059960972204,47,88.96672386111682
p,77,1.0636411148384206,16,94.85773420686907
g,43,27.95962894806849,67,69.00233243055551
k,39,52.91149066679288,25,92.99013833714321
t,26,97.68312893238983,17,0.3543103541787773
k,71,21.407148940634613,35,86.85254149263555
b,20,45.60468264448886,68,90.8980931446615
j,10,45.52850235194633,45,67.11631111330725
z,24,43.21944138423359,29,81.31013130629663
m,58,27.75485246131254,64,26.05748763844453
k,44,54.61127172288646,43,16.465198440871333
p,37,87.83252458075627,73,96.36750604561311
a,2,57.872530030062784,46,76.458848676309
n,63,31.516889198545517,15,10.864079389529802
u,42,83.11326602756233,63,91.16469931400985
r,29,27.474804635369686,56,33.88078091848331
v,24,73.33268378629822,78,1.382743564241562
s,74,21.931129648149096,37,30.579485179143294
o,37,14.690445708758093,66,7.1428156296315715
h,94,23.818798135500106,18,63.18023468725287
a,56,22.112710099249313,0,85.34207735529861
q,50,94.23966490137359,75,95.93027219302905
p,8,1.517279706971153,5,25.686185159447483
w,38,33.285756742008054,29,0.740738265697849
t,54,65.5830777812888,37,58.88500026636522
k,65,21.645977476899958,35,73.63270597800748
a,47,26.948059405485512,44,27.032361787989455
x,13,96.89705369327257,91,87.46590840380755
w,43,5.071336595465148,69,97.84990023159862
k,86,47.1667833422839,86,85.51279810945451
a,15,76.35394288376798,20,75.29204787231211
p,55,28.29150583965303,20,0.1623787908287322
y,30,55.28570500368454,72,10.907789810340073
m,99,60.44035574086241,3,73.00455077060363
f,13,65.27630893841783,47,28.215144745371813
a,67,37.505541100311454,42,44.94478869426083
k,38,17.16710718499369,70,39.28811723041916
r,86,36.39366644035433,48,25.438431125636306
b,36,72.98582734151293,7,72.29895573439575
u,45,30.438994224239956,26,78.47513649029506
x,90,14.240859862658661,14,86.02083091667166
f,84,25.230527977943197,57,47.79085321659362
p,63,0.7744678382461956,61,40.09868327061989
o,85,9.546380418111966,44,69.34824922782823
m,66,43.08999365643186,99,11.991270760648408
q,6,5.326971680610059,31,77.82188094173496
g,57,86.20662558305364,19,11.173763369096113
g,30,23.095276250611196,7,19.89230580394735
g,74,98.6492146291563,58,78.27736173926517
b,62,30.210732495844418,87,51.01543188421386
c,7,35.744265137614406,87,32.72247838599087
n,2,7.866245301907915,88,17.084336595496197
j,67,19.26060174249621,66,10.026008988337276
k,33,54.32645539438986,99,31.4388266849869
x,31,58.19330572411815,68,5.991646660029392
c,73,9.7480926581893,36,91.83940986749354
l,66,72.11281047021166,54,74.55246351827508
d,81,89.16344805380568,42,0.039454820704998284
z,80,37.58942851160886,44,83.27303805510117
w,29,18.65165819002175,95,23.359314323885837
z,43,67.19646135298434,80,0.0034499851656488723
j,75,29.712274323286348,98,52.812135156987125
y,58,52.84682079191148,12,0.4663521195547693
j,90,5.543789511748043,68,78.11321849351461
s,61,13.887505254707433,12,46.426925601249756
f,26,42.13883906501641,34,85.75079156745159
o,66,2.220910292598721,53,78.264153325397
j,12,38.38658718214124,4,7.9139866898013
v,48,69.03369314375469,54,21.914217048969164
f,36,16.89609915199123,14,36.36891370931249
j,1,52.17068774742582,66,63.506759896400226
n,62,31.58743445576797,91,72.24768156048327
n,59,63.836996884136845,40,43.92141149587064
g,40,95.96170586735767,73,76.46573000473879
j,31,22.369232076815482,100,65.07075915172221
q,18,75.57598670703327,3,68.45774570899847
a,16,6.069640167078328,49,24.114545279552313
o,44,98.0450247045506,40,90.54644221635036
r,9,85.32771191957573,74,62.73780135229904
